iteration,total_runs,obs_realization,par_realization,din,all_params
3,519,13,12,4.92561,0.5844
3,519,14,13,5.05028,0.697608
3,519,15,14,4.50817,0.110197
3,519,16,15,4.59684,0.674591
3,519,17,16,4.73817,0.720287
3,519,18,17,4.60075,0.640478
3,519,19,18,4.91413,1.18603
3,519,20,19,8.60769,1.17567
3,519,21,20,4.60851,0.0318223
3,519,22,21,4.70744,0.015684
3,519,23,22,4.76762,0.212332
3,519,24,23,4.58793,0.691713
3,519,25,24,4.65178,0.642713
3,519,26,25,4.63489,0.81453
3,519,27,26,4.73131,0.72765
3,519,28,27,4.67167,0.718595
3,519,29,28,4.67159,0.808443
3,519,30,29,4.71029,0.00722558
3,519,31,30,4.686,0.778264
3,519,32,31,4.49627,0.108427
3,519,33,32,4.7205,0.159006
3,519,34,33,4.64698,0.094391
3,519,35,34,4.67463,0.0196001
3,519,36,35,4.59949,0.0354044
3,519,37,36,4.66691,0.0190108
3,519,38,37,4.59943,0.799864
3,519,39,38,4.49766,0.14828
3,519,40,39,4.47893,0.46099
3,519,41,40,4.52723,0.674675
3,519,42,41,4.74637,0.165381
3,519,43,42,4.51882,0.627117
3,519,44,43,4.74906,0.270916
3,519,45,44,6.14997,0.326873
3,519,46,45,4.64717,0.0119282
3,519,47,46,4.50272,1.10597
3,519,48,47,4.7851,0.0458827
3,519,49,48,4.66603,0.781645
3,519,50,49,4.69044,0.77218
3,519,51,50,4.60504,0.0117085
3,519,52,51,4.66957,0.0311645
3,519,53,52,4.62244,0.00833255
3,519,54,53,4.74228,0.00333803
3,519,55,54,4.7465,0.639733
3,519,56,55,4.88897,0.385132
3,519,57,56,5.07208,0.684724
3,519,59,58,4.61279,0.800801
3,519,60,59,4.77158,0.70201
3,519,61,60,4.66721,0.609993
3,519,62,61,4.80305,0.684312
3,519,63,62,4.63482,0.0344276
3,519,64,63,4.7281,0.79986
3,519,65,64,5.07026,0.26003
3,519,66,65,4.49867,0.650129
3,519,67,66,4.57142,0.0824947
3,519,68,67,5.83184,0.410149
3,519,69,68,4.76994,0.126445
3,519,70,69,4.62911,0.918943
3,519,71,70,4.63624,0.809971
3,519,72,71,4.69404,0.435532
3,519,73,72,8.42488,1.84961
3,519,74,73,6.84229,0.689104
3,519,75,74,4.69475,0.210306
3,519,76,75,4.784,0.210312
3,519,77,76,4.64858,0.206512
3,519,78,77,4.76205,0.651719
3,519,79,78,4.74145,0.0708325
3,519,80,79,4.66541,0.124772
3,519,81,80,4.70293,0.0366885
3,519,82,81,4.65962,0.0979047
3,519,83,82,6.7672,0.488563
3,519,84,83,4.58064,0.201222
3,519,85,84,4.69265,0.0418953
3,519,86,85,4.63103,0.873771
3,519,87,86,4.7038,0.980103
3,519,88,87,4.60831,0.789907
3,519,89,88,4.64667,0.0740713
3,519,90,89,4.69472,0.0336326
3,519,91,90,5.92546,0.353247
3,519,92,91,4.56566,0.00744994
3,519,93,92,4.60647,0.0534665
3,519,94,93,4.61415,0.0463013
3,519,95,94,9.02486,1.39605
3,519,96,95,4.54868,0.0129572
3,519,97,96,4.70453,0.100667
3,519,98,97,4.45504,0.196436
3,519,99,98,4.56289,0.231766
3,519,base,base,4.50508,0.0958893
4,658,1,0,4.60909,0.952532
4,658,2,1,4.69619,0.0271513
4,658,3,2,4.70713,0.027814
4,658,4,3,4.67419,0.952665
4,658,5,4,4.71512,0.116805
4,658,6,5,4.62495,0.0918694
4,658,7,6,4.60971,1.92653
4,658,8,7,4.73972,0.368597
4,658,9,8,4.64507,0.0472292
4,658,10,9,4.73142,0.760516
4,658,11,10,4.6935,0.029533
4,658,12,11,4.72682,0.4384
4,658,13,12,4.59277,0.740419
4,658,14,13,5.09037,0.750317
4,658,15,14,4.54053,0.12557
4,658,16,15,4.70031,0.67072
4,658,17,16,4.70966,0.707451
4,658,18,17,4.52387,0.665358
4,658,19,18,4.46052,1.37002
4,658,20,19,7.14412,1.69702
4,658,21,20,4.58985,0.0434384
4,658,22,21,4.6975,0.0185545
4,658,23,22,4.7681,0.212218
4,658,24,23,4.68654,0.679008
4,658,25,24,4.62722,0.629115
4,658,26,25,4.64301,0.799415
4,658,27,26,4.73388,0.71427
4,658,28,27,4.66059,0.705721
4,658,29,28,4.6913,0.790056
4,658,30,29,4.74046,0.0115883
4,658,31,30,4.69047,0.767666
4,658,32,31,4.46898,0.152285
4,658,33,32,4.71809,0.164203
4,658,34,33,4.58029,0.104658
4,658,35,34,4.63016,0.0339748
4,658,36,35,4.61271,0.0684033
4,658,37,36,4.75203,0.022536
4,658,38,37,4.62674,0.780141
4,658,39,38,4.53685,0.18499
4,658,40,39,4.46184,0.48896
4,658,41,40,4.53031,0.687049
4,658,42,41,4.74885,0.168008
4,658,43,42,4.44246,0.637426
4,658,44,43,4.74874,0.27774
4,658,45,44,6.09202,0.554326
4,658,46,45,4.66718,0.0150256
4,658,47,46,4.94277,1.20146
4,658,48,47,4.78104,0.0474444
4,658,49,48,4.68447,0.765684
4,658,50,49,4.74544,0.75831
4,658,51,50,4.63837,0.0144461
4,658,52,51,4.6535,0.032903
4,658,53,52,4.62991,0.00925907
4,658,54,53,4.75933,0.00472893
4,658,55,54,4.7481,0.634942
4,658,56,55,4.70199,0.383039
4,658,57,56,4.68127,0.665581
4,658,59,58,4.64305,0.781453
4,658,60,59,4.65797,0.687483
4,658,61,60,4.63748,0.632043
4,658,62,61,4.75662,0.676212
4,658,63,62,4.64424,0.0362973
4,658,64,63,4.7479,0.784066
4,658,65,64,4.97839,0.389994
4,658,66,65,4.49124,0.66173
4,658,67,66,4.58061,0.0816093
4,658,68,67,5.84616,0.589747
4,658,69,68,4.7637,0.131665
4,658,70,69,4.6354,0.897218
4,658,71,70,4.66265,0.793797
4,658,72,71,4.69923,0.435817
4,658,73,72,4.66671,2.43357
4,658,74,73,5.02874,1.01655
4,658,75,74,4.69319,0.217921
4,658,76,75,4.7845,0.217914
4,658,77,76,4.61921,0.212425
4,658,78,77,4.68366,0.640081
4,658,79,78,4.752,0.0709205
4,658,80,79,4.66294,0.139595
4,658,81,80,4.70273,0.0381
4,658,82,81,4.63754,0.130045
4,658,83,82,5.91611,0.786721
4,658,84,83,4.54232,0.206627
4,658,85,84,4.6951,0.0429186
4,658,86,85,4.62609,0.85553
4,658,87,86,4.71164,0.967374
4,658,88,87,4.64962,0.780076
4,658,89,88,4.64588,0.0729782
4,658,90,89,4.68925,0.0354092
4,658,91,90,5.02146,0.558544
4,658,92,91,4.52215,0.0134024
4,658,93,92,4.63864,0.0948618
4,658,94,93,4.58557,0.0471916
4,658,95,94,7.97512,1.80576
4,658,96,95,4.53759,0.0128039
4,658,97,96,4.69855,0.101848
4,658,98,97,4.44783,0.2149
4,658,99,98,4.58226,0.254848
4,658,base,base,4.49708,0.0977438
5,797,1,0,4.60874,0.939826
5,797,2,1,4.69563,0.0305274
5,797,3,2,4.70664,0.0324415
5,797,4,3,4.67513,0.940683
5,797,5,4,4.71374,0.117215
5,797,6,5,4.61831,0.093253
5,797,7,6,4.70591,2.04253
5,797,8,7,4.7342,0.371314
5,797,9,8,4.64332,0.0477391
5,797,10,9,4.7365,0.752392
5,797,11,10,4.69106,0.032886
5,797,12,11,4.72681,0.437304
5,797,13,12,4.52057,0.826446
5,797,14,13,5.40972,0.812189
5,797,15,14,4.55409,0.13282
5,797,16,15,4.71385,0.664308
5,797,17,16,4.71021,0.697528
5,797,18,17,4.49403,0.697114
5,797,19,18,4.52375,1.41242
5,797,20,19,5.77786,2.04649
5,797,21,20,4.57589,0.053018
5,797,22,21,4.69166,0.0222095
5,797,23,22,4.76652,0.212713
5,797,24,23,4.70528,0.670905
5,797,25,24,4.5969,0.619422
5,797,26,25,4.64095,0.788598
5,797,27,26,4.73351,0.704385
5,797,28,27,4.65651,0.69583
5,797,29,28,4.69205,0.777069
5,797,30,29,4.73472,0.0157423
5,797,31,30,4.68779,0.759824
5,797,32,31,4.46423,0.17926
5,797,33,32,4.71553,0.168473
5,797,34,33,4.53959,0.115349
5,797,35,34,4.61225,0.0524931
5,797,36,35,4.66259,0.11219
5,797,37,36,4.73825,0.0278617
5,797,38,37,4.63173,0.766111
5,797,39,38,4.56428,0.20208
5,797,40,39,4.49802,0.514221
5,797,41,40,4.55664,0.693055
5,797,42,41,4.74938,0.170474
5,797,43,42,4.46646,0.649087
5,797,44,43,4.74489,0.283168
5,797,45,44,6.45627,0.762824
5,797,46,45,4.66664,0.0187026
5,797,47,46,4.75914,1.19072
5,797,48,47,4.77739,0.0487755
5,797,49,48,4.68437,0.754253
5,797,50,49,4.75778,0.749507
5,797,51,50,4.63376,0.0179058
5,797,52,51,4.62389,0.0367844
5,797,53,52,4.63015,0.0104648
5,797,54,53,4.75415,0.0063023
5,797,55,54,4.75028,0.631411
5,797,56,55,4.72351,0.391948
5,797,57,56,4.80853,0.653022
5,797,59,58,4.64774,0.767912
5,797,60,59,4.68059,0.676399
5,797,61,60,4.66632,0.662999
5,797,62,61,4.75867,0.670826
5,797,63,62,4.64501,0.0385535
5,797,64,63,4.75416,0.773006
5,797,65,64,5.19848,0.499013
5,797,66,65,4.48617,0.671578
5,797,67,66,4.58235,0.0815628
5,797,68,67,6.06725,0.757197
5,797,69,68,4.75712,0.135826
5,797,70,69,4.6357,0.881545
5,797,71,70,4.66577,0.782481
5,797,72,71,4.69906,0.43618
5,797,73,72,4.62308,2.43559
5,797,74,73,4.47344,1.20642
5,797,75,74,4.68586,0.223651
5,797,76,75,4.78171,0.223616
5,797,77,76,4.59271,0.217785
5,797,78,77,4.6852,0.632168
5,797,79,78,4.74531,0.072992
5,797,80,79,4.66082,0.151055
5,797,81,80,4.69865,0.0404299
5,797,82,81,4.69299,0.166873
5,797,83,82,5.35366,1.01086
5,797,84,83,4.49871,0.212636
5,797,85,84,4.68965,0.0436913
5,797,86,85,4.62138,0.841772
5,797,87,86,4.71292,0.958332
5,797,88,87,4.65703,0.773907
5,797,89,88,4.63879,0.0729703
5,797,90,89,4.69106,0.0369387
5,797,91,90,4.54803,0.680496
5,797,92,91,4.48621,0.020473
5,797,93,92,4.78586,0.142788
5,797,94,93,4.54831,0.0511001
5,797,95,94,8.39172,2.11966
5,797,96,95,4.51418,0.0132902
5,797,97,96,4.69766,0.102852
5,797,98,97,4.46282,0.236576
5,797,99,98,4.638,0.285574
5,797,base,base,4.49138,0.0998626
6,936,1,0,4.60909,0.926319
6,936,2,1,4.6978,0.0359179
6,936,3,2,4.70995,0.0396077
