,Q (m3/s),Mod_load(t),Obs_load(t)
2015/11/9,0.18023917,2.267392366,0.45845
2015/11/10,0.360287749,19.8632166,0.42470
2015/11/11,0.148595919,3.865255486,0.28976
2015/11/12,0.08640191,1.654755792,0.26140
2015/11/13,0.066655414,0.863422231,0.25533
2015/11/14,0.04814815,0.470278621,0.26327
2015/11/15,0.46443567,32.88286946,0.30032
2015/11/16,0.493041799,31.39126883,1.71274
2015/11/17,1.854992099,91.65787316,5.23931
2015/11/18,0.778699073,28.44463863,2.31446
2015/11/19,0.492590063,13.41430643,0.81266
2015/11/20,0.35877938,6.41461288,0.45373
2015/11/21,0.299777494,3.37814659,0.29208
2015/11/22,0.271787502,2.019511119,0.19589
2015/11/23,0.256340487,1.384676294,0.12683
2015/11/24,0.245983481,1.073304291,0.09162
2015/11/25,0.237810944,0.911262302,0.06987
2015/11/26,0.230577892,0.81998847,0.08798
2015/11/27,0.223856751,0.763463852,0.06139
2015/11/28,0.217527413,0.724764269,0.05525
2015/11/29,0.211448504,0.695306169,0.06845
2015/11/30,0.205793591,0.671669754,0.03506
2015/12/1,0.200234188,0.650661709,0.02327
2015/12/2,0.194773052,0.631184719,0.02155
2015/12/3,0.189394561,0.612634125,0.02118
2015/12/4,0.184664824,0.595650414,0.02038
2015/12/5,0.17969179,0.578652896,0.01539
2015/12/6,0.174631674,0.561916512,0.01264
2015/12/7,0.189762761,0.576430744,0.01143
2015/12/8,0.187862539,0.560355647,0.88539
2015/12/9,0.173945544,0.52905573,0.10995
2015/12/10,0.164883995,0.508746223,0.01084
2015/12/11,0.156583263,0.489693122,0.00767
2015/12/12,0.150222818,0.474395847,0.00460
2015/12/13,0.158398282,0.480670649,0.00518
2015/12/14,0.207479033,0.550493924,0.00609
2015/12/15,0.167771911,0.472105814,0.00777
2015/12/16,0.147990335,0.437797596,0.01164
2015/12/17,0.136706025,0.417371338,0.01608
2015/12/18,0.132875642,0.408285848,0.01972
2015/12/19,0.126356614,0.393884681,0.02373
2015/12/20,0.124008221,0.386440267,0.02795
2015/12/21,0.127205148,0.386040061,0.03099
2015/12/22,0.121114128,0.370374047,0.03468
2015/12/23,0.115298112,0.356643537,0.03870
2015/12/24,0.11332959,0.350533931,0.04272
2015/12/25,0.10787865,0.337289848,0.04675
2015/12/26,0.132268632,0.376030753,0.05284
2015/12/27,0.128468073,0.35582661,0.05752
2015/12/28,0.28685497,0.581103302,0.08654
2015/12/29,0.446167812,17.66706783,0.11889
2015/12/30,0.317647703,8.327409935,0.36820
2015/12/31,0.208298625,4.773789222,0.24032
2016/1/1,0.147577172,2.687481825,0.16524
2016/1/2,0.115322039,1.558422436,0.13447
2016/1/3,0.252928982,1.94128326,0.17337
2016/1/4,0.386750074,5.917342029,344.68822
2016/1/5,2.942946689,153.6719871,62.34585
2016/1/6,1.152501779,42.96253974,4.33276
2016/1/7,0.66922637,17.26768828,1.73927
2016/1/8,0.476128244,7.660565486,3.81829
2016/1/9,1.508081227,47.28601729,92.84305
2016/1/10,3.396892792,53.80358528,89.64808
2016/1/11,1.231705978,15.07476011,10.61602
2016/1/12,0.695922746,6.483549192,3.41413
2016/1/13,0.540556265,3.670407219,1.60960
2016/1/14,0.485638898,2.601086003,1.12936
2016/1/15,0.454835036,2.11451352,0.94931
2016/1/16,0.436368932,1.881453653,0.74473
2016/1/17,0.671596267,13.01175102,3.67544
2016/1/18,7.659775256,163.5689735,15.57337
2016/1/19,4.724113945,56.92418176,3.67790
2016/1/20,2.339523535,23.81262295,1.69619
2016/1/21,1.2396693,10.63031106,0.80493
2016/1/22,0.813468983,5.617531564,0.42160
2016/1/23,0.637577636,3.573566956,0.30798
2016/1/24,0.559645051,2.692859971,0.34563
2016/1/25,0.520792663,2.290436045,0.32283
2016/1/26,0.746833099,9.169693802,1.15441
2016/1/27,0.941554746,34.81287494,5.85266
2016/1/28,0.710546917,12.5101898,4.67374
2016/1/29,0.558811548,6.014253518,1.89706
2016/1/30,0.487622473,3.449892344,0.88044
2016/1/31,0.446864448,2.383384384,0.63826
2016/2/1,0.422923383,1.928744986,0.51798
2016/2/2,0.604859009,8.486622802,1.27929
2016/2/3,0.473923511,5.99671519,0.83559
2016/2/4,0.663924228,7.284862813,1.02089
2016/2/5,0.651127434,5.038678417,233.08294
2016/2/6,199.6372083,2199.010356,1752.40585
2016/2/7,85.06014271,728.3444797,410.88662
2016/2/8,39.35118113,302.5839481,50.12983
2016/2/9,18.82552539,120.2809719,14.95482
2016/2/10,9.65488689,52.32745008,8.04074
2016/2/11,5.419042947,26.1166349,3.31706
2016/2/12,3.454263586,15.37558344,0.96146
2016/2/13,2.484623221,10.54868435,0.70560
2016/2/14,1.971499794,8.158606753,0.66463
2016/2/15,1.69231334,6.904332504,0.60149
2016/2/16,1.533124618,6.20345573,0.55434
2016/2/17,1.435859765,5.779900316,0.54620
2016/2/18,1.371160073,5.498314001,0.52992
2016/2/19,1.319816577,5.279409567,0.51933
2016/2/20,1.387851287,5.445287685,0.56697
2016/2/21,1.275586757,5.071201815,0.52183
2016/2/22,1.317771379,5.205742013,0.65051
2016/2/23,1.648609362,33.95832744,1.01910
2016/2/24,1.297571559,15.54729957,1.45250
2016/2/25,1.184265896,8.931150234,1.69017
2016/2/26,1.097155604,5.999002042,1.93851
2016/2/27,1.044852529,4.782033163,2.07526
2016/2/28,1.006899894,4.23577554,2.47453
2016/2/29,0.999547421,4.0338271,2.56396
2016/3/1,0.954002808,3.797192871,6.53185
2016/3/2,1.091914243,4.286173588,16.16532
2016/3/3,7.170186718,140.8625539,98.31598
2016/3/4,43.10365276,318.4704682,176.47349
2016/3/5,212.6429524,1836.344866,1871.40073
2016/3/6,113.50919,891.5621271,922.65954
2016/3/7,273.7352039,2656.424373,1411.33958
2016/3/8,79.98236499,657.7948283,268.03129
2016/3/9,49.7695168,411.1852353,91.29248
2016/3/10,27.07012514,180.2605056,41.39786
2016/3/11,16.65050231,95.98793526,24.25469
2016/3/12,10.80700608,56.26468759,16.35791
2016/3/13,7.321152309,35.47906069,13.65523
2016/3/14,5.327036325,24.49856728,10.96490
2016/3/15,4.141436226,18.3631243,8.58384
2016/3/16,3.401685288,14.71312561,7.12646
2016/3/17,2.95576863,12.57321182,6.10604
2016/3/18,2.657536893,11.18851748,5.24089
2016/3/19,2.457237335,10.27378845,4.53979
2016/3/20,2.314334079,9.629897011,3.97898
2016/3/21,2.20789953,9.154059682,3.57384
2016/3/22,2.342297742,14.50180033,3.81426
2016/3/23,2.104967444,8.794457077,3.22934
2016/3/24,2.039371261,8.388568361,2.93839
2016/3/25,1.942204359,7.976272811,2.69625
2016/3/26,1.871421032,7.669713554,2.46805
2016/3/27,1.810771928,7.405946306,2.25203
2016/3/28,1.756684973,7.171429098,2.04558
2016/3/29,1.703432819,6.939517604,1.88333
2016/3/30,1.652884293,6.718752688,1.79903
2016/3/31,1.603691972,6.505734054,1.72820
2016/4/1,1.556128776,6.300515154,1.65921
2016/4/2,1.509990492,6.10201157,1.59342
2016/4/3,1.465467947,5.910919204,1.52734
2016/4/4,1.422158941,5.725589247,1.47066
2016/4/5,1.380187391,5.546400421,1.41860
2016/4/6,1.339521176,5.373210652,1.36867
2016/4/7,1.30010524,5.205756487,1.31991
2016/4/8,1.261921841,5.043923386,1.27180
2016/4/9,1.232265183,4.903549588,1.22447
2016/4/10,1.24826396,4.882276912,1.17819
2016/4/11,1.18461817,4.655411116,1.13409
2016/4/12,1.139578737,4.483637781,1.09087
2016/4/13,1.095750696,4.321341962,1.08932
2016/4/14,1.084648532,4.244877124,1.30558
2016/4/15,1.264020172,8.835692635,1.23550
2016/4/16,1.089492998,6.097710599,1.24277
2016/4/17,1.015090934,4.712539749,1.05333
2016/4/18,0.955448359,4.038912385,0.91491
2016/4/19,0.915665435,3.706808888,3.67516
2016/4/20,0.896631962,3.542739808,3.08391
2016/4/21,0.873102797,3.40879362,0.93367
2016/4/22,0.839306728,3.272395743,0.78944
2016/4/23,0.810872579,3.159144467,0.70236
2016/4/24,0.785525072,3.057395744,0.62020
2016/4/25,0.761641064,2.961241729,0.60777
2016/4/26,0.739289239,2.870711689,0.61651
2016/4/27,0.718140906,2.784089631,0.63393
2016/4/28,0.841748855,3.047160903,0.69148
2016/4/29,0.735438765,2.735326569,0.66463
2016/4/30,0.68442032,2.58564784,0.79959
2016/5/1,0.655251242,2.645548798,0.60189
2016/5/2,0.625635932,2.483466476,0.60611
2016/5/3,0.609683058,2.550405379,0.56171
2016/5/4,0.588010894,2.413214544,2.33408
2016/5/5,1.256128182,57.74819178,5.42718
2016/5/6,0.788550354,23.16505801,2.59572
2016/5/7,0.642287435,11.18596917,1.24464
2016/5/8,0.561201006,5.838572368,0.89404
2016/5/9,0.520052815,3.555302475,0.65980
2016/5/10,0.495651803,2.565527195,0.58312
2016/5/11,0.478209037,2.117036617,0.51516
2016/5/12,0.463241739,1.8941817,0.46128
2016/5/13,0.449546043,1.768031908,0.41369
2016/5/14,0.436530549,1.684282721,0.38526
2016/5/15,0.423992655,1.620001955,0.35798
2016/5/16,0.412149895,1.566370667,0.33707
2016/5/17,0.40046258,1.51715826,0.37748
2016/5/18,0.389116082,1.471132505,0.35349
2016/5/19,0.378049169,1.426967216,0.31390
2016/5/20,0.367514974,1.387948871,0.29634
2016/5/21,0.357102346,1.345948818,0.27893
2016/5/22,0.36479049,1.784973585,0.26973
2016/5/23,0.365875574,2.247592597,0.42385
2016/5/24,0.348601225,1.977173644,0.32870
2016/5/25,0.328638214,1.611226495,0.29169
2016/5/26,0.314345234,1.380544472,0.27813
2016/5/27,0.304124461,1.278232433,0.26326
2016/5/28,0.29406208,1.187138465,0.25042
2016/5/29,0.285434177,1.116756846,0.23457
2016/5/30,0.277065349,1.061766822,0.21819
2016/5/31,0.269212512,1.018575264,0.18455
2016/6/1,0.294968562,1.327207873,0.17291
2016/6/2,0.357961335,2.12827119,0.18912
2016/6/3,0.361140614,2.471897455,0.20759
2016/6/4,0.902405806,36.79050002,0.33763
2016/6/5,0.482969017,14.90008155,0.47256
2016/6/6,0.369624804,7.417317267,0.47537
2016/6/7,0.285581107,3.699787345,0.34261
2016/6/8,0.24215713,2.073955613,0.25887
2016/6/9,0.220453346,1.351741828,0.19184
2016/6/10,0.208289695,1.017516804,0.15470
2016/6/11,0.200182091,0.854982772,0.12761
2016/6/12,0.19476871,0.778190723,0.10277
2016/6/13,0.200585754,0.857587178,0.07926
2016/6/14,0.239283422,1.37837382,0.06402
2016/6/15,0.209188443,1.102708298,0.04340
2016/6/16,0.198541731,0.969252414,0.05146
2016/6/17,0.183283193,0.823101991,0.24482
2016/6/18,0.173278855,0.724571116,0.44348
2016/6/19,1.983070361,71.8550077,31.51976
2016/6/20,14.78380472,286.8028452,72.11400
2016/6/21,9.575659884,147.5252548,26.51273
2016/6/22,5.261043154,71.18536284,8.55539
2016/6/23,2.67295879,30.35290989,3.03973
2016/6/24,1.52424223,13.62844111,1.39333
2016/6/25,1.054524942,7.120014541,0.79162
2016/6/26,0.86859245,4.594368075,0.51390
2016/6/27,0.787401829,3.544411068,0.33775
2016/6/28,0.776074665,3.517547323,0.20921
2016/6/29,0.729336068,3.049347577,0.12196
2016/6/30,0.699810754,2.774937519,0.04700
2016/7/1,0.674594791,2.603809255,0.02589
2016/7/2,0.654173168,2.49053066,0.06371
2016/7/3,0.633810952,2.396158479,0.10468
2016/7/4,0.615198205,2.315563696,0.13536
2016/7/5,0.606652973,2.274900425,0.18154
2016/7/6,0.588867144,2.204247698,0.24834
2016/7/7,0.568862977,2.125019443,0.31155
2016/7/8,0.54948174,2.050378638,0.35837
2016/7/9,0.531787527,1.982430532,0.41271
2016/7/10,0.517000085,1.924652826,0.46327
2016/7/11,0.501305995,1.864261335,0.54029
2016/7/12,0.48689038,1.807789381,0.74163
2016/7/13,0.47297995,1.7537616,0.86348
2016/7/14,0.459247327,1.700907836,0.94129
2016/7/15,1.672480505,47.04002468,9.87848
2016/7/16,152.3170417,1274.318816,645.01936
2016/7/17,44.74376184,314.6026884,129.32530
2016/7/18,30.75036183,209.9371008,36.19531
2016/7/19,15.52559817,90.87013337,23.05886
2016/7/20,8.762333759,45.50256243,14.45832
2016/7/21,5.338680412,25.03945231,4.92701
2016/7/22,3.551077218,15.57757428,4.30761
2016/7/23,2.537327375,10.61861224,4.27488
2016/7/24,1.952882465,7.917274575,2.99492
2016/7/25,1.621066563,6.44367724,1.64600
2016/7/26,1.425634693,5.601668367,1.20585
2016/7/27,1.306908788,5.09922699,1.09008
2016/7/28,1.228091204,4.770695041,0.95674
2016/7/29,1.171505564,4.536444607,0.81865
2016/7/30,1.126812543,4.352150865,0.73629
2016/7/31,1.08873577,4.195565949,0.77244
2016/8/1,1.055733197,4.056695106,0.74360
2016/8/2,1.022998152,3.924003425,0.68602
2016/8/3,0.992367747,3.799582844,0.66131
2016/8/4,0.962784524,3.680195937,0.60093
2016/8/5,0.934615359,3.566463854,0.57498
2016/8/6,0.90841211,3.458165047,0.55939
2016/8/7,0.882954229,3.352743924,0.54931
2016/8/8,0.856155642,3.246594758,0.54083
2016/8/9,0.832094942,3.148459222,0.56320
2016/8/10,0.806471421,3.048196504,0.59222
2016/8/11,0.783486493,2.955519689,0.52545
2016/8/12,0.759909075,2.863104602,0.51893
2016/8/13,0.737556825,2.774782093,0.54095
2016/8/14,0.715876422,2.689393261,0.51223
2016/8/15,0.695205552,2.607868709,0.48412
2016/8/16,0.692108426,2.558958552,0.47173
2016/8/17,0.743296409,2.602466237,0.47806
2016/8/18,0.672382355,2.425378393,0.45314
2016/8/19,0.717987209,2.471205346,0.52132
2016/8/20,0.681491851,2.354400724,0.52722
2016/8/21,0.619573262,2.208161156,0.55770
2016/8/22,0.586016572,2.121513248,0.58906
2016/8/23,0.559409724,2.044569455,0.62272
2016/8/24,0.548880198,1.994973256,0.80503
2016/8/25,0.630736856,2.105676458,1.35166
2016/8/26,0.546727678,1.915607002,1.41364
2016/8/27,0.511391566,1.829819349,1.38980
2016/8/28,0.484488309,1.756391185,1.52103
2016/8/29,0.46550481,1.698050943,1.47406
2016/8/30,0.451144332,1.647700893,1.04917
2016/8/31,0.436850885,1.596958358,0.39896
2016/9/1,0.424068085,1.549740948,0.42828
2016/9/2,0.446783203,1.605072652,0.44088
2016/9/3,0.451959578,1.617737269,0.46452
2016/9/4,0.411536012,1.490874906,0.40803
2016/9/5,0.388677083,1.409912212,0.40284
2016/9/6,0.371691087,1.348884803,0.44674
2016/9/7,0.375370323,1.35336952,0.51476
2016/9/8,0.395783891,1.413831856,0.55566
2016/9/9,0.614864231,7.126201763,0.59616
2016/9/10,0.574325604,4.936232759,0.54550
2016/9/11,0.444476566,3.140350186,0.58245
2016/9/12,0.372089412,2.151831222,0.71865
2016/9/13,0.32958209,1.601604208,0.63235
2016/9/14,0.308231455,1.317246543,0.52423
2016/9/15,0.289574724,1.14904725,0.44750
2016/9/16,0.316470608,1.165622408,0.37786
2016/9/17,0.28533193,1.044129321,0.31533
2016/9/18,0.274059118,0.991736139,0.25967
2016/9/19,0.282489598,1.002593316,0.21116
2016/9/20,0.260412076,0.930281879,0.17943
2016/9/21,0.247264852,0.883411318,0.16661
2016/9/22,0.241149907,0.856792413,0.15415
2016/9/23,0.229215194,0.817132428,0.14327
2016/9/24,0.221335125,0.78934106,0.13628
2016/9/25,0.214727432,0.765398254,0.13505
2016/9/26,0.208614257,0.7430856,0.13393
2016/9/27,0.203024202,0.722599588,0.11123
2016/9/28,0.197588421,0.702716386,0.09000
2016/9/29,0.192670235,0.684682928,0.09074
2016/9/30,0.195972261,0.689912372,0.08434
2016/10/1,0.185973471,0.658327856,0.07033
2016/10/2,0.179388443,0.635106545,0.05362
2016/10/3,0.173732343,0.61489937,0.04233
2016/10/4,0.206819547,0.655569895,0.04813
2016/10/5,0.181443259,0.597223382,0.05535
2016/10/6,0.171761334,0.574619826,0.05151
2016/10/7,0.161927242,0.551632046,0.05127
2016/10/8,0.15448307,0.533473765,0.03994
2016/10/9,0.148747591,0.518016187,0.04884
2016/10/10,0.144043938,0.504019525,0.02798
2016/10/11,0.13995438,0.490928039,0.02776
2016/10/12,0.137046858,0.479915216,0.02805
2016/10/13,0.133305247,0.467048978,0.02311
2016/10/14,0.129999926,0.455478885,0.02123
2016/10/15,0.150231951,0.477753689,0.02142
2016/10/16,0.137254694,0.447407293,0.03063
2016/10/17,0.158256498,0.471329349,0.04326
2016/10/18,0.136477149,0.428180266,0.02936
2016/10/19,0.123746825,0.404793177,0.02272
2016/10/20,0.116758727,0.391230834,0.01974
2016/10/21,0.110573731,0.377980177,0.01851
2016/10/22,0.10644837,0.36770285,0.01788
2016/10/23,0.103345412,0.35808594,0.01762
2016/10/24,0.152994184,0.42364799,0.01842
2016/10/25,0.116690648,0.345831996,0.01765
2016/10/26,0.094468947,0.295837599,0.01695
2016/10/27,0.074731119,0.245855004,0.01637
2016/10/28,0.059252489,0.20122591,0.01577
2016/10/29,0.047441224,0.164771902,0.01506
2016/10/30,0.038362621,0.134889864,0.01427
2016/10/31,0.031825485,0.111871712,0.01345
2016/11/1,0.027430504,0.095563754,0.01268
2016/11/2,0.02477674,0.085494772,0.01192
2016/11/3,0.029460315,0.091074434,0.01216
2016/11/4,0.340165773,26.34972851,0.02662
2016/11/5,0.127660536,5.090460342,0.05513
2016/11/6,0.07149101,2.263502291,0.03792
2016/11/7,0.047666504,1.139725812,0.04065
2016/11/8,0.035265492,0.629481679,0.33287
2016/11/9,0.02862192,0.380673807,0.19523
2016/11/10,0.024912918,0.250022797,0.03618
2016/11/11,0.025631775,0.18411087,0.02344
2016/11/12,0.069032389,0.215771376,0.01902
2016/11/13,0.05834453,0.156780405,0.01897
2016/11/14,0.080709856,0.171945662,0.01709
2016/11/15,0.056259696,0.120457993,0.01541
2016/11/16,0.043128838,0.097172729,0.01404
2016/11/17,0.033722985,0.082554108,0.01560
2016/11/18,0.03494581,0.088276764,0.01789
2016/11/19,0.041624609,0.101520762,0.01814
2016/11/20,0.066851585,0.145234165,0.01825
2016/11/21,0.192836432,2.589648216,0.01923
2016/11/22,0.131518048,1.482171472,0.01798
2016/11/23,0.08487763,0.784932209,0.01617
2016/11/24,0.057277733,0.450791672,0.01627
2016/11/25,0.04053774,0.284465731,0.01719
2016/11/26,0.03133417,0.197581971,0.01801
2016/11/27,0.038001335,0.179239141,0.01828
2016/11/28,0.035253878,0.142647154,0.01788
2016/11/29,0.029344998,0.110082317,0.01748
2016/11/30,0.025405566,0.091158692,0.01739
2016/12/1,0.022646525,0.079632257,0.01717
2016/12/2,0.020883373,0.072766942,0.01271
2016/12/3,0.019765773,0.068610422,0.01132
2016/12/4,0.019088168,0.066100094,0.01164
2016/12/5,0.018612297,0.06435956,0.01248
2016/12/6,0.030075326,0.090829631,0.01336
2016/12/7,0.030102388,0.090885591,0.01037
2016/12/8,0.030092779,0.088889772,0.01097
2016/12/9,0.02669522,0.080281568,0.01787
2016/12/10,0.080565065,0.247389511,0.02136
2016/12/11,0.187962065,4.977419674,0.02299
2016/12/12,0.743472085,50.2817097,0.23128
2016/12/13,1.746116176,71.55958378,7.68893
2016/12/14,1.3352322,34.962976,6.89212
2016/12/15,0.696289755,14.64887631,1.38223
2016/12/16,0.553675314,8.950453734,16.10999
2016/12/17,0.828701755,18.59732191,23.36614
2016/12/18,0.505539559,8.174904072,4.43139
2016/12/19,0.383367243,4.065481161,0.54615
2016/12/20,0.343300303,2.496017772,0.19984
2016/12/21,0.311322547,1.780342136,0.13543
2016/12/22,0.294171612,1.459395481,0.09569
2016/12/23,0.282046141,1.298730056,0.07799
2016/12/24,0.277565208,1.227703373,0.06239
2016/12/25,0.277980695,1.206870469,0.05954
2016/12/26,0.275474017,1.166767029,0.05213
2016/12/27,0.313298209,1.294597587,0.04884
2016/12/28,0.573405862,21.48497051,0.05394
2016/12/29,0.543493841,9.874202602,0.06624
2016/12/30,0.400344306,4.97298371,0.22578
2016/12/31,0.345067533,2.879400273,0.38364
2017/1/1,0.388265789,2.061551833,0.41991
2017/1/2,0.299601356,1.394945198,0.41445
2017/1/3,0.302535106,1.211591564,16.11822
2017/1/4,16.61420699,316.3585162,167.90284
2017/1/5,15.15458892,134.7277848,107.68552
2017/1/6,73.0318541,491.7423996,629.65508
2017/1/7,162.5620353,1125.648254,2200.64510
2017/1/8,47.60239114,291.1751171,404.97318
2017/1/9,27.38138749,181.9565378,39.31204
2017/1/10,13.61629918,70.57587082,14.82813
2017/1/11,7.924711068,33.60827626,6.89106
2017/1/12,5.202762623,19.79880292,2.52875
2017/1/13,3.73507147,13.79621696,2.59451
2017/1/14,2.897972796,10.79203646,35.64310
2017/1/15,6.579302735,71.18222664,31.28499
2017/1/16,5.867804123,30.9125649,6.86032
2017/1/17,9.497616473,88.8085223,62.48736
2017/1/18,7.60345737,40.52902077,7.97620
2017/1/19,5.423913677,22.37905764,2.83731
2017/1/20,3.692383259,14.00208067,1.96183
2017/1/21,2.70703182,10.19087498,1.50592
2017/1/22,2.163237964,8.307972654,1.20431
2017/1/23,1.960165074,7.566475256,1.08860
2017/1/24,1.822879418,7.088655636,1.07520
2017/1/25,1.618027389,6.464901864,0.98331
2017/1/26,1.519188408,6.12670352,0.84408
2017/1/27,1.448760869,5.868568448,0.74681
2017/1/28,1.39547371,5.659224834,0.69507
2017/1/29,1.365545191,5.509134948,0.65380
2017/1/30,1.931270021,46.38648228,38.08090
2017/1/31,25.41065755,189.6551628,135.80233
2017/2/1,25.16980238,164.251437,219.46913
2017/2/2,17.04186463,89.105711,48.24933
2017/2/3,10.09056897,49.3402805,9.25948
2017/2/4,5.887221927,26.56358771,3.88829
2017/2/5,3.67704226,15.57854388,2.35718
2017/2/6,2.511364075,10.24796453,1.64481
2017/2/7,1.908024012,7.67865751,1.23257
2017/2/8,1.57782251,6.350578866,0.82107
2017/2/9,1.548126855,6.172344996,0.60085
2017/2/10,1.412866017,5.707027423,0.46197
2017/2/11,1.278116116,5.198308513,0.57739
2017/2/12,1.194728062,4.862697305,0.73598
2017/2/13,1.137335819,4.630101474,0.86596
2017/2/14,1.095077346,4.462933533,0.89757
2017/2/15,1.464840807,28.43281504,562.62393
2017/2/16,1.987584253,57.83762066,204.05135
2017/2/17,1.437933554,24.26421805,19.62504
2017/2/18,1.145643991,11.71925628,7.32904
2017/2/19,1.009719997,6.846694935,3.24760
2017/2/20,1.1457131,12.18895943,1.96289
2017/2/21,0.989732506,5.649808611,0.90212
2017/2/22,0.925182638,4.33979136,0.53712
2017/2/23,0.944103669,3.992426811,0.44176
2017/2/24,0.857805116,3.54176222,0.36345
2017/2/25,0.815967035,3.303853394,0.30083
2017/2/26,0.780837468,3.134229873,0.23893
2017/2/27,0.749176446,2.998727196,0.19702
2017/2/28,0.726274403,2.901616149,0.17340
2017/3/1,0.783662721,3.147457344,0.15344
2017/3/2,0.756907418,3.077648841,0.16795
2017/3/3,0.763893252,3.128339034,0.31939
2017/3/4,0.840734145,3.472332984,0.73839
2017/3/5,0.71273198,2.930179349,0.94683
2017/3/6,0.664607067,2.697483188,1.08327
2017/3/7,0.608597854,2.447846537,1.31838
2017/3/8,0.931075004,24.67038405,7.62560
2017/3/9,0.86887047,15.66061187,21.05462
2017/3/10,0.780014181,5.972592047,7.66350
2017/3/11,0.618529798,3.448474236,3.22685
2017/3/12,0.555618754,2.550461297,1.61922
2017/3/13,0.516744884,2.161209115,0.87338
2017/3/14,0.492615965,1.977161822,1.64987
2017/3/15,0.500716513,1.987224342,2.47823
2017/3/16,0.52218199,2.070449715,3.30992
2017/3/17,0.476038272,1.874439789,4.10327
2017/3/18,0.45299105,1.772843921,4.63504
2017/3/19,0.583739184,2.902657295,7.78102
2017/3/20,2.05676526,53.26802544,1202.10850
2017/3/21,16.98360465,224.0167581,423.26341
2017/3/22,9.25352561,78.46813359,63.87217
2017/3/23,87.10913333,908.5052801,1211.37159
2017/3/24,112.0567253,997.0566557,1014.61962
2017/3/25,41.6131204,364.2518843,294.14195
2017/3/26,20.17148309,158.5663868,182.17081
2017/3/27,10.77784514,72.59493903,564.22857
2017/3/28,288.6476571,3147.550102,3414.30292
2017/3/29,1011.509342,4811.283562,28560.24031
2017/3/30,984.3196703,5127.923191,10649.92279
2017/3/31,161.1399053,2119.910297,700.15119
2017/4/1,61.9426037,880.3981078,156.87067
2017/4/2,21.17053637,184.8316468,78.07901
2017/4/3,11.66200554,62.41075516,50.93049
2017/4/4,7.718112478,31.62061949,33.98319
2017/4/5,5.652272377,20.88105438,5.58553
2017/4/6,4.573345598,16.33816637,3.03550
2017/4/7,3.713334659,13.57776992,2.46701
2017/4/8,3.207086211,12.07070551,1.90466
2017/4/9,2.877259502,11.09741843,1.34532
2017/4/10,2.657001291,10.42928776,0.93891
2017/4/11,2.501225789,9.929047907,0.72837
2017/4/12,2.383788382,9.523809534,0.42472
2017/4/13,2.288962736,9.173008652,0.24063
2017/4/14,2.209318905,8.859614459,0.19803
2017/4/15,2.135827279,8.561752299,0.18409
2017/4/16,2.069087973,8.28376218,0.17234
2017/4/17,2.006486319,8.018755019,0.16149
2017/4/18,1.980796852,7.825736827,0.15485
2017/4/19,1.903441949,7.537750833,0.14561
2017/4/20,1.841197652,7.290477088,0.14210
2017/4/21,1.782440965,7.053555719,0.12914
2017/4/22,1.780686057,6.924718527,0.11110
2017/4/23,1.868853002,6.957298506,0.11024
2017/4/24,1.724482144,6.557133101,0.10204
2017/4/25,1.613073115,6.246662256,0.08916
2017/4/26,1.543075079,6.015859102,0.06887
2017/4/27,1.487835009,5.81128247,0.06424
2017/4/28,1.441143033,5.625753042,0.13611
2017/4/29,1.40259914,5.457791643,0.22239
2017/4/30,1.358491088,5.281627302,0.30636
2017/5/1,1.316904343,5.113691259,0.37866
2017/5/2,1.282940529,4.972873722,0.46611
2017/5/3,1.241283718,4.804515147,0.53454
2017/5/4,1.224532811,4.750061445,0.61489
2017/5/5,1.180565036,4.56776028,0.69148
2017/5/6,1.144434304,4.413103173,0.75186
2017/5/7,1.103856896,4.245549888,0.79735
2017/5/8,1.069368256,4.103260216,0.85951
2017/5/9,1.05114857,4.031711446,0.91928
2017/5/10,1.153870461,4.502682929,1.03279
2017/5/11,1.034661695,4.020146495,1.10126
2017/5/12,0.979461793,3.757651441,1.15150
2017/5/13,0.96824582,3.695516236,1.24226
2017/5/14,0.912929737,3.488114492,1.27608
2017/5/15,0.875932372,3.332473051,1.27999
2017/5/16,0.84595735,3.206298052,1.34988
2017/5/17,0.818562881,3.09518476,1.29435
2017/5/18,1.437760848,36.61385436,82.86226
2017/5/19,103.5159603,1039.987647,394.72479
2017/5/20,31.9599708,250.9507248,82.70338
2017/5/21,23.12918052,176.9107089,21.64872
2017/5/22,8.661520532,58.50838166,9.59372
2017/5/23,4.174972973,24.35752728,5.33600
2017/5/24,2.480599372,12.72031414,2.52358
2017/5/25,1.727746727,7.983387,1.24408
2017/5/26,1.371576616,5.877018873,0.96340
2017/5/27,1.190909848,4.861310445,0.84255
2017/5/28,1.09137263,4.329196156,0.76283
2017/5/29,1.030537595,4.022198517,0.71425
2017/5/30,0.987048206,3.817906845,0.76301
2017/5/31,0.953668593,3.670210602,0.69656
2017/6/1,0.922673246,3.53753624,0.62895
2017/6/2,0.894818111,3.420709799,0.55724
2017/6/3,0.867865422,3.310698563,0.53052
2017/6/4,0.842032595,3.20631928,0.51485
2017/6/5,0.817305607,3.106881293,0.50604
2017/6/6,0.794797619,3.014029637,0.47751
2017/6/7,0.770827058,2.919370741,0.45912
2017/6/8,0.748332262,2.830075358,0.45184
2017/6/9,0.726276809,2.743004973,0.45559
2017/6/10,0.706614739,2.661770843,0.43391
2017/6/11,0.68555869,2.579744232,0.42966
2017/6/12,0.690038362,2.543269399,0.45869
