,Q (m3/s),Mod_load(t),Obs_load(t)
2012/9/1,0.63241086,2.299961732,0.05257
2012/9/2,0.610457742,2.222491396,0.05125
2012/9/3,0.592396594,2.154809536,0.05134
2012/9/4,0.574602895,2.088121126,0.05235
2012/9/5,0.557698374,2.024237453,0.06347
2012/9/6,0.541652033,1.963305205,0.06770
2012/9/7,0.536250304,1.921128133,0.07100
2012/9/8,0.514213723,1.850164503,0.07049
2012/9/9,0.49780539,1.792439843,0.06636
2012/9/10,0.482865161,1.738257972,0.06506
2012/9/11,0.468452642,1.684954343,0.06790
2012/9/12,0.454774731,1.633865974,0.06929
2012/9/13,0.441704395,1.58485847,0.06814
2012/9/14,0.429042369,1.537392825,0.06974
2012/9/15,0.416853404,1.491727496,0.06799
2012/9/16,0.405102772,1.447775645,0.06914
2012/9/17,0.393809349,1.405609135,0.07520
2012/9/18,0.383271432,1.364763152,0.07258
2012/9/19,0.371994157,1.323374392,0.06912
2012/9/20,0.361277392,1.283978745,0.06798
2012/9/21,0.350934687,1.245938649,0.06937
2012/9/22,0.340981113,1.209277115,0.07148
2012/9/23,0.331346453,1.173775883,0.06940
2012/9/24,0.322129306,1.139814987,0.06423
2012/9/25,0.313003583,1.106306818,0.07936
2012/9/26,0.302867478,1.069617478,0.09869
2012/9/27,0.288871706,1.018770857,0.08329
2012/9/28,0.272620041,0.95866818,0.07311
2012/9/29,0.252036892,0.885550172,0.06818
2012/9/30,0.23170531,0.811176799,0.06812
2012/10/1,0.213521379,0.74004794,0.06828
2012/10/2,0.195185613,0.668633013,0.06899
2012/10/3,0.322670385,0.891714024,0.07862
2012/10/4,0.223316732,0.627464184,0.07138
2012/10/5,0.180854417,0.508119232,0.08142
2012/10/6,0.135533844,0.389521195,0.08574
2012/10/7,0.101939614,0.295594646,0.08633
2012/10/8,0.075329351,0.218355801,0.07998
2012/10/9,0.056238745,0.162903318,0.07331
2012/10/10,0.045071767,0.130675945,0.06931
2012/10/11,0.039097307,0.113435626,0.07129
2012/10/12,0.035488295,0.102881025,0.05927
2012/10/13,0.033410423,0.096747112,0.05314
2012/10/14,0.032063802,0.092792708,0.05113
2012/10/15,0.031133917,0.090122375,0.04827
2012/10/16,0.03047311,0.088319361,0.31395
2012/10/17,0.029912668,0.086857909,0.27184
2012/10/18,0.029458459,0.085755939,0.10753
2012/10/19,0.029013179,0.084689449,0.06103
2012/10/20,0.028592478,0.08369803,0.04793
2012/10/21,0.028184783,0.082745263,0.04097
2012/10/22,0.027848218,0.082014068,0.03905
2012/10/23,0.027738259,0.082018018,0.03970
2012/10/24,0.027311522,0.081014374,0.04125
2012/10/25,0.026879775,0.080019732,0.04885
2012/10/26,0.026442052,0.07898022,0.04541
2012/10/27,0.026108647,0.078199195,0.03572
2012/10/28,0.025899287,0.077808503,0.03215
2012/10/29,0.025949508,0.078155907,0.03479
2012/10/30,0.111575827,0.466011414,0.04611
2012/10/31,0.118255363,0.395666742,0.05397
2012/11/1,0.084808423,0.252381105,0.06428
2012/11/2,0.063039526,0.175989733,0.07811
2012/11/3,0.046722046,0.130318195,0.07767
2012/11/4,0.03665444,0.104623655,0.06092
2012/11/5,0.057400352,0.132675226,0.05911
2012/11/6,0.035801112,0.090070276,0.05414
2012/11/7,0.028534061,0.078076625,0.04786
2012/11/8,0.024415142,0.071199671,0.04022
2012/11/9,0.021938769,0.067390207,0.04516
2012/11/10,0.021103388,0.067069524,0.03817
2012/11/11,0.019962832,0.065430932,0.03741
2012/11/12,0.019412593,0.064649627,0.03786
2012/11/13,0.018803479,0.063662624,0.03972
2012/11/14,0.01850007,0.063231339,0.03680
2012/11/15,0.018292073,0.062927458,0.03593
2012/11/16,0.018116523,0.062605776,0.02863
2012/11/17,0.01796235,0.062266356,0.02398
2012/11/18,0.01791765,0.062228945,0.02549
2012/11/19,0.038279048,0.091085732,0.03378
2012/11/20,0.112129355,0.178249493,0.03710
2012/11/21,0.074154754,0.118410857,0.04007
2012/11/22,0.057222093,0.099259087,0.04498
2012/11/23,0.041278322,0.081214776,0.04370
2012/11/24,0.031162852,0.070238634,0.03807
2012/11/25,0.055076571,0.1130264,0.04647
2012/11/26,0.031264699,0.071546005,0.04975
2012/11/27,0.029563838,0.070769711,0.04677
2012/11/28,0.046139613,0.094995761,0.03986
2012/11/29,0.033410581,0.0743142,0.05175
2012/11/30,0.02704447,0.066574172,0.04873
2012/12/1,0.023090874,0.062133764,0.04047
2012/12/2,0.020611527,0.059658944,0.03799
2012/12/3,0.019087992,0.05838843,0.03899
2012/12/4,0.018213221,0.057991063,0.17638
2012/12/5,0.017645881,0.057801475,0.17846
2012/12/6,0.017266488,0.057690306,0.06165
2012/12/7,0.017029202,0.057678797,0.03154
2012/12/8,0.016877194,0.057709944,0.02425
2012/12/9,0.016798722,0.057814651,0.02162
2012/12/10,0.018742552,0.065251774,0.01997
2012/12/11,0.019055836,0.06737862,0.01691
2012/12/12,0.019551074,0.070099978,0.01639
2012/12/13,0.019234332,0.069202972,0.01913
2012/12/14,0.019715203,0.070143065,0.01693
2012/12/15,0.018763713,0.066411587,0.01451
2012/12/16,0.017946902,0.063280793,0.01199
2012/12/17,0.017298814,0.060826724,0.01205
2012/12/18,0.01694137,0.059421181,0.01182
2012/12/19,0.016674843,0.058403621,0.01267
2012/12/20,0.016569669,0.057962498,0.01592
2012/12/21,0.016538418,0.057816609,0.01618
2012/12/22,0.016496282,0.05766156,0.01704
2012/12/23,0.070434337,0.230490717,0.02867
2012/12/24,1.669369845,135.8014551,2.12941
2012/12/25,2.941755549,111.5782904,2.90538
2012/12/26,1.24393887,38.58518501,0.73975
2012/12/27,0.7147422,18.04317229,0.25769
2012/12/28,0.504027097,8.640848294,0.14246
2012/12/29,0.422328811,4.637561164,0.09050
2012/12/30,0.386110627,2.881086805,0.07149
2012/12/31,3.781054178,93.19384005,2.62312
2013/1/1,14.06246521,179.6753641,6.58840
2013/1/2,8.063202572,56.27455038,2.38509
2013/1/3,3.791817864,28.65015738,0.84716
2013/1/4,1.946861956,13.68302824,0.33791
2013/1/5,1.219462243,7.061673038,0.17331
2013/1/6,0.940945392,4.574897508,0.11441
2013/1/7,0.862932201,3.673194953,0.09929
2013/1/8,0.786857699,3.184209797,0.11404
2013/1/9,0.724985031,2.892953256,0.13077
2013/1/10,0.688809091,2.727112094,0.14513
2013/1/11,0.662830012,2.612286425,0.16044
2013/1/12,0.641252557,2.519556294,0.18312
2013/1/13,0.621820238,2.43764311,0.20106
2013/1/14,0.603480636,2.361394257,0.21990
2013/1/15,0.586244112,2.290064934,0.24500
2013/1/16,0.576455286,2.236414192,0.24926
2013/1/17,0.695167718,2.475137191,0.26931
2013/1/18,0.598681272,2.218473535,0.33647
2013/1/19,0.55897358,2.103574146,0.32439
2013/1/20,0.522142634,1.994304558,0.36696
2013/1/21,0.504081638,1.928954157,0.32466
2013/1/22,0.659842547,2.257108494,0.38863
2013/1/23,0.670792052,2.247338964,0.46923
2013/1/24,166.3208243,1730.636306,541.53060
2013/1/25,429.2135388,4226.399723,995.00286
2013/1/26,71.4668917,587.4051575,109.63914
2013/1/27,38.39090761,370.4443317,23.42432
2013/1/28,13.45234059,95.39727133,9.10671
2013/1/29,6.326354425,33.267261,4.48488
2013/1/30,3.72315405,16.03195913,2.70994
2013/1/31,2.539597289,10.01781639,1.76901
2013/2/1,1.967096434,7.773280547,1.16307
2013/2/2,1.653556633,6.554166147,0.77540
2013/2/3,1.486505092,5.900694839,0.48301
2013/2/4,1.391247289,5.521125656,0.31000
2013/2/5,1.348185477,5.334177879,0.51812
2013/2/6,1.28953927,5.100994171,0.55021
2013/2/7,1.243984069,4.913495608,0.73772
2013/2/8,1.20464313,4.750253761,0.84175
2013/2/9,1.261005531,4.89531245,0.99624
2013/2/10,1.238950697,4.806656162,1.19991
2013/2/11,1.15502218,4.497637421,1.34652
2013/2/12,1.120514147,4.364680927,1.44412
2013/2/13,1.061424162,4.144419656,1.91302
2013/2/14,1.551116848,44.60875043,3.34065
2013/2/15,3.706465972,82.39596832,17.99272
2013/2/16,11.15010426,108.7703395,67.22289
2013/2/17,10.06405431,58.93886604,102.39776
2013/2/18,98.94490177,750.7906844,458.56784
2013/2/19,36.18357828,219.1821539,84.36819
2013/2/20,26.97033899,151.5477398,40.09045
2013/2/21,17.84137529,91.55576367,21.79069
2013/2/22,11.20499579,51.31581465,14.53218
2013/2/23,7.008485915,30.02254031,9.43261
2013/2/24,12.90258691,105.1419515,53.98926
2013/2/25,11.37223198,58.56376894,40.12365
2013/2/26,7.752721805,34.88542442,28.09941
2013/2/27,47.41782017,329.9251726,157.20880
2013/2/28,54.95985543,334.0193437,316.20497
2013/3/1,119.2909102,892.007812,487.84687
2013/3/2,136.6408433,1039.31494,453.46329
2013/3/3,58.69021975,405.4424664,776.40915
2013/3/4,706.2688338,5937.031511,2674.09461
2013/3/5,235.0041486,2290.582572,650.56920
2013/3/6,186.541927,1746.801017,303.80123
2013/3/7,61.51140735,527.7515916,96.69882
2013/3/8,33.17287459,258.4604534,36.93553
2013/3/9,18.12589984,112.0705749,13.51258
2013/3/10,11.9776237,63.54150709,9.79391
2013/3/11,8.524712318,41.49323107,7.02886
2013/3/12,6.500573968,29.99162169,5.25975
2013/3/13,5.230111819,23.30887379,4.08486
2013/3/14,4.415683057,19.2403524,3.13474
2013/3/15,3.881376772,16.66369508,2.56655
2013/3/16,3.519974614,14.96270754,2.06226
2013/3/17,3.265871444,13.78584972,1.70879
2013/3/18,3.080362468,12.93490107,1.42145
2013/3/19,2.937372063,12.28366734,1.18873
2013/3/20,3.117837597,20.79326694,1.22833
2013/3/21,3.046950951,17.36677114,1.46188
2013/3/22,2.78351876,11.9025865,1.19291
2013/3/23,2.982377996,29.79157574,2.77823
2013/3/24,2.853206445,16.65366232,1.53408
2013/3/25,2.599159703,12.16341177,0.75716
2013/3/26,2.414825837,10.33919209,0.50440
2013/3/27,2.294992308,9.521938627,0.40496
2013/3/28,2.248984235,9.205665398,0.54851
2013/3/29,2.145313992,8.753689203,0.69018
2013/3/30,2.068281326,8.412474932,0.80312
2013/3/31,2.002571351,8.123201876,0.92668
2013/4/1,1.940825862,7.854001984,1.03765
2013/4/2,1.910244823,7.68670053,1.19023
2013/4/3,2.089773699,15.21025934,1.83015
2013/4/4,1.845913126,8.847185042,1.58541
2013/4/5,1.755859024,7.415943987,1.55948
2013/4/6,1.69903618,6.872311666,1.90206
2013/4/7,2.396824523,50.52357875,7.11781
2013/4/8,2.9694637,25.06563756,14.98183
2013/4/9,2.604320527,14.05004324,13.36166
2013/4/10,19.35535968,129.3871093,64.64502
2013/4/11,87.85501921,546.6385116,199.55213
2013/4/12,63.23608804,364.0729839,170.84424
2013/4/13,35.63675621,190.9180954,72.54309
2013/4/14,21.94051536,109.447382,18.47157
2013/4/15,13.19950498,60.20499374,5.58560
2013/4/16,8.247867262,35.08933252,3.43548
2013/4/17,5.476750824,22.21986577,2.54460
2013/4/18,3.900016003,15.40475005,1.93073
2013/4/19,2.983356381,11.68411506,1.56595
2013/4/20,2.437756292,9.562527961,1.31879
2013/4/21,2.15651174,8.456456,1.13384
2013/4/22,1.918571396,7.588570309,0.95453
2013/4/23,1.778771097,7.062953367,0.82750
2013/4/24,1.681651568,6.689683282,0.72113
2013/4/25,1.609844466,6.405115073,0.62858
2013/4/26,1.562294821,6.197259191,0.56638
2013/4/27,1.504600427,5.969749382,0.51718
2013/4/28,1.456184279,5.769886246,0.46198
2013/4/29,1.411395447,5.582898743,0.42809
2013/4/30,1.369025203,5.405601129,0.39139
2013/5/1,1.422427421,5.892745829,0.32697
2013/5/2,1.315309048,5.320026084,0.28196
2013/5/3,1.262374678,5.016331256,0.23773
2013/5/4,1.218060381,4.800561744,0.19870
2013/5/5,1.183720994,4.651600846,0.16454
2013/5/6,1.145440854,4.486366907,0.12865
2013/5/7,1.18210477,4.765003537,0.10895
2013/5/8,1.209983784,5.122495451,0.10629
2013/5/9,1.264954764,5.812624287,0.11283
2013/5/10,1.13913904,5.055936659,0.12192
2013/5/11,1.266944877,8.805109235,0.14637
2013/5/12,1.062388101,4.720038304,0.14236
2013/5/13,1.004334521,4.204693236,0.12099
2013/5/14,0.926036489,3.721010998,0.11582
2013/5/15,0.926596835,3.75231742,0.11357
2013/5/16,0.925388765,3.834833085,0.12233
2013/5/17,1.052817795,4.954660518,0.14316
2013/5/18,0.888455416,3.891304949,0.15838
2013/5/19,0.821293489,3.361723847,0.14590
2013/5/20,0.771896924,3.047564274,0.14321
2013/5/21,0.739065693,2.864110473,0.13693
2013/5/22,0.713620005,2.739114831,0.11700
2013/5/23,0.999845916,13.89756212,0.12433
2013/5/24,0.776901671,6.794577835,0.13568
2013/5/25,0.706718798,4.287454654,0.12502
2013/5/26,0.654485169,3.101876773,0.11284
2013/5/27,0.621939622,2.588761348,0.12745
2013/5/28,0.622624157,2.539811935,0.32778
2013/5/29,0.617191091,2.550234564,0.27119
2013/5/30,0.788238086,5.297224378,0.14814
2013/5/31,0.668724001,3.798527773,0.20410
2013/6/1,0.603108635,2.817297092,0.15231
2013/6/2,0.554331067,2.309074681,0.13782
2013/6/3,0.517507384,2.039067482,0.12734
2013/6/4,0.493574503,1.891556655,0.11352
2013/6/5,0.475665566,1.798095191,0.10409
2013/6/6,0.478319857,1.763749453,0.09767
2013/6/7,0.458032013,1.689408448,0.09226
2013/6/8,0.444495756,1.636178949,0.08930
2013/6/9,0.429781289,1.582361111,0.09181
2013/6/10,0.439135568,1.578389888,0.09213
2013/6/11,0.411276929,1.498005398,0.08937
2013/6/12,0.41664229,1.488847957,0.09040
2013/6/13,0.495830596,1.61973662,0.10440
2013/6/14,0.417179568,1.436750854,0.10075
2013/6/15,0.382302095,1.353429678,0.10930
2013/6/16,0.356852704,1.287655287,0.11269
2013/6/17,0.340744056,1.24115227,0.10356
2013/6/18,0.327922404,1.200681086,0.09054
2013/6/19,0.317986616,1.165950342,0.08418
2013/6/20,0.308459592,1.131988269,0.07296
2013/6/21,0.299782077,1.100019594,0.07080
2013/6/22,0.291019739,1.067573169,0.07224
2013/6/23,0.282739719,1.036610575,0.06901
2013/6/24,0.274844225,1.006915178,0.06850
2013/6/25,0.267251563,0.978289089,0.06878
2013/6/26,0.259989523,0.950888233,0.06720
2013/6/27,0.252800594,0.923806566,0.06709
2013/6/28,0.247065457,0.900116093,0.06829
2013/6/29,0.239925887,0.873727045,0.06745
2013/6/30,0.233339085,0.849119498,0.06781
2013/7/1,0.226681599,0.824678448,0.04901
2013/7/2,0.220318091,0.80123118,0.04944
2013/7/3,0.214279038,0.778837463,0.04965
2013/7/4,0.208568102,0.757560903,0.05115
2013/7/5,0.202907581,0.736480527,0.05247
2013/7/6,0.197495448,0.716300212,0.05522
2013/7/7,0.192266437,0.696810775,0.05592
2013/7/8,0.187084806,0.677532816,0.05615
2013/7/9,0.182238105,0.659430458,0.05805
2013/7/10,0.177833471,0.642477324,0.05836
2013/7/11,0.225447526,0.707073453,0.05851
2013/7/12,0.194170026,0.637112115,0.05723
2013/7/13,0.179783604,0.607024658,0.06049
2013/7/14,0.205178412,0.638725182,0.06959
2013/7/15,0.208191862,0.626999226,0.07860
2013/7/16,0.209846577,0.618840175,0.08622
2013/7/17,0.173452219,0.552334264,0.09424
2013/7/18,0.190771242,0.574270104,0.09529
2013/7/19,0.162832515,0.521024924,0.09386
2013/7/20,0.151952443,0.501296376,0.10327
2013/7/21,0.157880703,0.504388572,0.10432
2013/7/22,0.144244535,0.475964146,0.12229
2013/7/23,0.137808349,0.462783789,0.12736
2013/7/24,0.130265807,0.44605557,0.11325
2013/7/25,0.12393622,0.431381347,0.08866
2013/7/26,0.119328683,0.419612918,0.09540
2013/7/27,0.122315152,0.420131112,0.10439
2013/7/28,0.123610655,0.414761991,0.10288
2013/7/29,0.132503253,0.421269303,0.09803
2013/7/30,0.119334599,0.392505057,0.09560
2013/7/31,0.114634078,0.381004249,0.08918
2013/8/1,0.107968776,0.366153529,0.07980
2013/8/2,0.102869217,0.354726148,0.07516
2013/8/3,0.09888528,0.344910514,0.07267
2013/8/4,0.095964301,0.336489377,0.07272
2013/8/5,0.093047928,0.327929266,0.08157
2013/8/6,0.090681172,0.320407687,0.08612
2013/8/7,0.08834816,0.312816601,0.08712
2013/8/8,0.086162572,0.305509131,0.08995
2013/8/9,0.084127928,0.298538087,0.09005
2013/8/10,0.082206377,0.291824518,0.09997
2013/8/11,0.08087596,0.286005611,0.13964
2013/8/12,0.079052141,0.279455763,0.14250
2013/8/13,0.077229298,0.273046287,0.09695
2013/8/14,0.075634394,0.267077213,0.08768
2013/8/15,0.072611759,0.255150608,0.08271
2013/8/16,0.068339878,0.237071075,0.08629
2013/8/17,0.062807102,0.213565893,0.08684
2013/8/18,0.056539562,0.187673968,0.08449
2013/8/19,0.050617435,0.163976703,0.08688
2013/8/20,0.045572592,0.144017809,0.85670
2013/8/21,0.042133283,0.130227183,0.11712
2013/8/22,0.039654168,0.120775659,0.10174
2013/8/23,0.037419078,0.113149556,0.07283
2013/8/24,0.03378052,0.102815368,0.05668
2013/8/25,0.029849723,0.092563081,0.07928
2013/8/26,0.026826784,0.084766971,0.04975
2013/8/27,0.02493087,0.080433046,0.04698
2013/8/28,0.023834312,0.07791145,0.04919
2013/8/29,0.023084159,0.07623153,0.05247
2013/8/30,0.022564183,0.075072498,0.04843
2013/8/31,0.022195151,0.074228579,0.05109
2013/9/1,0.0219331,0.073617047,0.05382
2013/9/2,0.02175626,0.07320841,0.05859
2013/9/3,0.021668053,0.072983891,0.05978
2013/9/4,0.026440351,0.079821937,0.05901
2013/9/5,0.025553983,0.077331825,0.05917
2013/9/6,0.044652959,0.103051164,0.06035
2013/9/7,0.038742319,0.09006127,0.05820
2013/9/8,0.03314212,0.082006502,0.05528
2013/9/9,0.028987031,0.07653609,0.05525
2013/9/10,0.025896919,0.072754696,0.05895
2013/9/11,0.023710692,0.070191713,0.06263
2013/9/12,0.022273903,0.068673655,0.04244
2013/9/13,0.021413143,0.068043353,0.04155
2013/9/14,0.020859347,0.067715139,0.04108
2013/9/15,0.020480824,0.067510656,0.03927
2013/9/16,0.020226398,0.067394895,0.03881
2013/9/17,0.02001708,0.067209036,0.03910
2013/9/18,0.019809153,0.066869144,0.03918
2013/9/19,0.019633511,0.066532721,0.03976
2013/9/20,0.019509392,0.066292274,0.04436
2013/9/21,0.019466655,0.066283131,0.04434
2013/9/22,0.01939214,0.06614378,0.04935
2013/9/23,0.019585333,0.066409308,0.05498
2013/9/24,0.01943658,0.065941621,0.05630
2013/9/25,0.019302235,0.065518313,0.05956
2013/9/26,0.019140286,0.065046813,0.06222
2013/9/27,0.019037692,0.06481171,0.06218
2013/9/28,0.018874099,0.06440666,0.05483
2013/9/29,0.018649556,0.063891108,0.05437
2013/9/30,0.018457699,0.063492856,0.05424
2013/10/1,0.018279848,0.063114108,0.05123
2013/10/2,0.018124487,0.062759327,0.05718
2013/10/3,0.01802833,0.062558536,0.06348
2013/10/4,0.075668195,0.155237206,0.05838
2013/10/5,0.038075699,0.083480959,0.05454
2013/10/6,0.029740555,0.072356364,0.05449
2013/10/7,0.024992084,0.066394843,0.04921
2013/10/8,0.021935028,0.062871157,0.05304
2013/10/9,0.020113052,0.061155476,0.03919
2013/10/10,0.01900268,0.060317657,0.02632
2013/10/11,0.0183498,0.060025649,0.03156
2013/10/12,0.017954963,0.059963827,0.04119
2013/10/13,0.017755187,0.06013936,0.03312
2013/10/14,0.017503747,0.059872657,0.03209
2013/10/15,0.017548883,0.060390414,2.39467
2013/10/16,0.017439625,0.06030822,0.31772
2013/10/17,0.017384055,0.0602961,0.13782
2013/10/18,0.017349081,0.060196212,0.12006
2013/10/19,0.017291269,0.060076237,0.09496
2013/10/20,0.017149587,0.059687679,0.08720
2013/10/21,0.034278564,0.0864571,0.08533
2013/10/22,0.026946082,0.070970338,0.08508
2013/10/23,0.023500321,0.065553455,0.08635
2013/10/24,0.020952234,0.061918665,0.09169
2013/10/25,0.019270497,0.059850086,0.09634
2013/10/26,0.018244859,0.0588267,0.09393
2013/10/27,0.020341512,0.063074148,0.10911
2013/10/28,0.018058479,0.058964587,0.12021
2013/10/29,0.018633388,0.059927538,0.11120
2013/10/30,0.01843877,0.059488235,0.05894
2013/10/31,0.018337244,0.059553026,0.06512
2013/11/1,0.30706219,23.89542547,0.10021
2013/11/2,0.207485973,5.027489251,0.12932
2013/11/3,0.091282493,2.084687349,0.07473
2013/11/4,0.055996317,1.010905033,0.06315
2013/11/5,0.038253749,0.541523996,0.06753
2013/11/6,0.052507669,0.4065097,0.07381
2013/11/7,0.034372701,0.245245192,0.07459
2013/11/8,0.027276178,0.166712384,0.08120
2013/11/9,0.022998272,0.122729712,0.06207
2013/11/10,0.020363675,0.097337518,0.06305
2013/11/11,0.018795906,0.082339574,0.06138
2013/11/12,0.017879563,0.073283119,0.06019
2013/11/13,0.017388948,0.067854729,0.06401
2013/11/14,0.017076186,0.064363929,0.06507
2013/11/15,0.018668234,0.067317976,0.06540
2013/11/16,0.082303524,0.291355284,0.07066
2013/11/17,0.79720259,62.17816691,5.04292
2013/11/18,1.229849347,77.84593879,30.25557
2013/11/19,0.897653829,44.07506247,17.30939
2013/11/20,0.639849322,21.73348045,6.18596
2013/11/21,0.400114007,9.760614126,2.85371
2013/11/22,0.287864407,4.635295951,1.33059
2013/11/23,0.345764631,2.891241445,0.92853
2013/11/24,0.265639673,1.690778282,0.57324
2013/11/25,0.232551292,1.173963471,0.42907
2013/11/26,0.211226977,0.914660594,0.23116
2013/11/27,0.224847462,0.868738755,0.06601
2013/11/28,0.253228898,0.908016054,0.02625
2013/11/29,0.210097611,0.762723022,0.02157
2013/11/30,0.191172699,0.686630411,0.07284
2013/12/1,0.409233355,9.849466263,0.10567
2013/12/2,0.270963179,2.164741938,0.06077
2013/12/3,0.212413977,1.27362527,0.35889
2013/12/4,0.18119483,0.910656831,0.12151
2013/12/5,0.164007415,0.729226833,0.05191
2013/12/6,0.154076851,0.629843239,0.02778
2013/12/7,0.147723278,0.570951517,0.02196
2013/12/8,0.142735068,0.531964796,0.01899
2013/12/9,0.138510435,0.504266568,0.01420
2013/12/10,0.134620464,0.482796291,0.01390
2013/12/11,0.130973715,0.46518023,0.01473
2013/12/12,0.127602799,0.450323671,0.01449
2013/12/13,0.340633951,11.17229897,0.01693
2013/12/14,0.244863354,4.057517273,0.03439
2013/12/15,0.188753527,2.198191071,0.03061
2013/12/16,0.155644164,1.220780635,0.02143
2013/12/17,0.132417602,0.745085421,0.01635
2013/12/18,0.118657828,0.528889119,0.01352
2013/12/19,0.115388424,0.438353903,0.01203
2013/12/20,0.145722907,0.439467274,0.01101
2013/12/21,0.137675793,0.402205167,0.01429
2013/12/22,0.123884015,0.370847229,0.01663
2013/12/23,0.109953423,0.343632497,0.01742
2013/12/24,0.100727295,0.326237561,0.01720
2013/12/25,0.094741579,0.314632713,0.02003
2013/12/26,0.090677576,0.305975006,0.02355
2013/12/27,0.087711563,0.298840767,0.01802
2013/12/28,0.085059318,0.291466413,0.01423
2013/12/29,0.082720343,0.284357231,0.01126
2013/12/30,0.090293249,0.292259049,0.01017
2013/12/31,0.086347969,0.280201264,0.01158
2014/1/1,0.084104304,0.273543578,0.01015
2014/1/2,0.079460912,0.262644789,0.00942
2014/1/3,0.075446754,0.253268274,0.01062
2014/1/4,0.072132777,0.245078896,0.01075
2014/1/5,0.069320078,0.237445426,0.01122
2014/1/6,0.066870545,0.23007924,0.01285
2014/1/7,0.064544648,0.222354783,0.00959
2014/1/8,0.062152316,0.213989873,0.02084
2014/1/9,0.304776766,11.04519907,1.50372
2014/1/10,6.783609528,283.9013008,741.47104
2014/1/11,59.52740191,650.7902774,615.48869
2014/1/12,24.77150386,178.0253013,38.87102
2014/1/13,13.79803119,133.4990208,13.47507
2014/1/14,5.756142905,48.12244524,5.88835
2014/1/15,2.843058472,18.69977328,3.98774
2014/1/16,1.821612733,9.426191364,4.11508
2014/1/17,1.301616525,5.850794772,4.01697
2014/1/18,1.07885074,4.499405568,3.26448
2014/1/19,0.966731159,3.890440959,2.49898
2014/1/20,0.904519874,3.581922695,2.14178
2014/1/21,0.864172771,3.395986939,2.30193
2014/1/22,0.833196835,3.260551239,5.79943
2014/1/23,0.806497,3.147434924,2.91764
2014/1/24,0.782260159,3.046433189,2.04416
2014/1/25,0.758958052,2.950469782,2.03043
2014/1/26,0.915443305,3.347497194,2.66094
2014/1/27,1.166178684,31.11155961,3.57776
2014/1/28,0.995747972,12.93018827,4.49147
2014/1/29,0.809305443,7.008010503,4.74276
2014/1/30,0.821737077,4.732615921,20.35101
2014/1/31,82.18758466,717.291814,613.35543
2014/2/1,28.80063084,173.321615,175.56428
2014/2/2,25.17870625,175.6518456,95.03517
2014/2/3,16.05867656,86.36977657,46.25891
2014/2/4,10.30154115,49.83536325,26.83819
2014/2/5,6.029395977,26.86438107,17.88530
2014/2/6,3.855909315,16.00606961,11.86193
2014/2/7,2.661738407,10.62208132,9.12637
2014/2/8,2.066564078,8.101483085,7.35811
2014/2/9,2.130502176,39.62099342,94.88630
2014/2/10,21.66006508,188.5580465,117.60670
2014/2/11,17.86849103,84.58657385,27.16938
2014/2/12,11.38672569,45.0022574,14.85468
2014/2/13,7.14336245,26.34027782,9.44055
2014/2/14,4.584855363,16.56499359,6.51297
2014/2/15,3.222261103,11.68439487,5.04094
2014/2/16,2.467694403,9.115768869,4.30425
2014/2/17,2.062669868,7.771187987,4.03452
2014/2/18,1.885518579,7.157766474,3.87379
2014/2/19,3.640507553,71.1363866,57.05084
2014/2/20,39.21876989,364.2466256,204.81657
2014/2/21,33.14562604,211.7801812,81.33452
2014/2/22,25.62456043,149.6137147,12.94905
2014/2/23,15.81805041,80.86221092,7.95391
2014/2/24,10.31580772,46.53874723,8.59990
2014/2/25,6.800160508,28.77381885,8.14160
2014/2/26,4.742913825,19.30801877,7.28308
2014/2/27,3.515807921,14.04256526,6.42134
2014/2/28,2.810406851,11.17698701,5.90644
2014/3/1,2.379304981,9.799767576,5.50841
2014/3/2,2.118731845,8.750670665,5.23575
2014/3/3,1.997446218,8.23180895,5.57138
2014/3/4,1.866933568,7.638894914,5.69993
2014/3/5,1.833152615,7.480697336,5.48818
2014/3/6,1.720310808,6.983927245,5.27349
2014/3/7,1.65124909,6.671459009,5.39140
2014/3/8,1.767190041,7.232210875,5.70477
2014/3/9,1.728275016,7.107402266,7.01762
2014/3/10,4.82534525,60.09037084,45.69746
2014/3/11,4.067939954,30.72672547,42.36666
2014/3/12,2.70072862,16.42305968,25.18346
2014/3/13,1.977645771,10.16614194,16.83890
2014/3/14,1.618692422,7.415119389,12.52818
2014/3/15,1.435494303,6.142348687,10.19940
2014/3/16,1.333413025,5.500816459,8.85818
2014/3/17,1.268472811,5.135878191,8.06930
2014/3/18,1.220598046,4.894679156,7.45144
2014/3/19,1.180689629,4.709813518,7.01919
2014/3/20,1.183959458,4.740348402,7.30360
2014/3/21,1.521121031,23.8119074,13.06303
2014/3/22,5.778882407,79.82925945,187.55688
2014/3/23,4.166802273,32.0841699,132.00896
2014/3/24,2.235735239,15.22865632,66.46256
2014/3/25,1.601858078,9.126845229,45.48237
2014/3/26,7.818660203,58.11065712,527.57175
2014/3/27,119.0208725,999.5351871,2186.94679
2014/3/28,75.6154831,587.5164325,1547.51623
2014/3/29,60.79937743,453.8443575,343.92693
2014/3/30,30.10126527,204.3891479,74.03133
2014/3/31,18.92225879,122.1496257,12.45764
2014/4/1,11.22687155,64.31095892,7.25684
2014/4/2,7.057097166,37.09573526,6.27450
2014/4/3,4.819063979,23.62313006,5.39703
2014/4/4,3.544802427,16.42464044,4.76134
2014/4/5,2.814073148,12.47902782,4.62171
