date,Loads (kg),Concentration (mg/L),Flow (ML),Q (m3/s),Load (t)
21/07/2014,30.015305,1.459888375,20.56,0.2379,0.030015305
22/07/2014,30.581998,1.520735853,20.11,0.2327,0.030581998
23/07/2014,30.069758,1.527934858,19.68,0.2278,0.030069758
24/07/2014,30.222752,1.515684654,19.94,0.2308,0.030222752
25/07/2014,32.212248,1.498941275,21.49,0.2487,0.032212248
26/07/2014,31.210047,1.491163258,20.93,0.2423,0.031210047
27/07/2014,29.199645,1.483721799,19.68,0.2278,0.029199645
28/07/2014,27.643247,1.475093223,18.74,0.2169,0.027643247
29/07/2014,26.888733,1.463730702,18.37,0.2126,0.026888733
30/07/2014,26.377504,1.453306006,18.15,0.2101,0.026377504
31/07/2014,25.804099,1.441569777,17.9,0.2072,0.025804099
1/08/2014,27.243986,1.493639583,18.24,0.2111,0.027243986
2/08/2014,27.366037,1.553123553,17.62,0.2039,0.027366037
3/08/2014,25.542472,1.561275795,16.36,0.1893,0.025542472
4/08/2014,23.797127,1.569731332,15.16,0.1755,0.023797127
5/08/2014,22.469189,1.576785193,14.25,0.1649,0.022469189
6/08/2014,21.62145,1.580515351,13.68,0.1584,0.02162145
7/08/2014,20.833668,1.580703187,13.18,0.1525,0.020833668
8/08/2014,19.941367,1.572663013,12.68,0.1468,0.019941367
9/08/2014,19.077805,1.554833333,12.27,0.142,0.019077805
10/08/2014,18.687601,1.545707279,12.09,0.1399,0.018687601
11/08/2014,18.40017,1.537190476,11.97,0.1385,0.01840017
12/08/2014,18.029337,1.525324619,11.82,0.1368,0.018029337
13/08/2014,17.823631,1.516904766,11.75,0.136,0.017823631
14/08/2014,18.064149,1.515448742,11.92,0.1379,0.018064149
15/08/2014,28.642146,1.439303819,19.9,0.2303,0.028642146
16/08/2014,213.761037,1.343732946,159.08,1.8412,0.213761037
17/08/2014,184.687751,1.338802109,137.95,1.5967,0.184687751
18/08/2014,90.302188,1.332873624,67.75,0.7842,0.090302188
19/08/2014,56.569434,1.326986488,42.63,0.4934,0.056569434
20/08/2014,41.160293,1.34466818,30.61,0.3543,0.041160293
21/08/2014,32.163998,1.385781904,23.21,0.2686,0.032163998
22/08/2014,26.889271,1.414480326,19.01,0.22,0.026889271
23/08/2014,27.199546,1.405661292,19.35,0.224,0.027199546
24/08/2014,25.869446,1.408244203,18.37,0.2126,0.025869446
25/08/2014,24.304443,1.413049012,17.2,0.1991,0.024304443
26/08/2014,22.823832,1.420275793,16.07,0.186,0.022823832
27/08/2014,21.45343,1.430228667,15,0.1736,0.02145343
28/08/2014,20.162976,1.445374624,13.95,0.1614,0.020162976
29/08/2014,19.525739,1.449572309,13.47,0.1559,0.019525739
30/08/2014,19.18261,1.454329795,13.19,0.1526,0.01918261
31/08/2014,18.763375,1.457915695,12.87,0.1489,0.018763375
1/09/2014,18.792954,1.446724711,12.99,0.1503,0.018792954
2/09/2014,21.895765,1.420880273,15.41,0.1783,0.021895765
3/09/2014,26.470399,1.382988454,19.14,0.2216,0.026470399
4/09/2014,28.747837,1.366991774,21.03,0.2434,0.028747837
5/09/2014,25.671362,1.387641189,18.5,0.2141,0.025671362
6/09/2014,21.373958,1.423033156,15.02,0.1738,0.021373958
7/09/2014,18.206935,1.439283399,12.65,0.1464,0.018206935
8/09/2014,89.917415,1.286556231,69.89,0.809,0.089917415
9/09/2014,46.929191,1.290326945,36.37,0.4209,0.046929191
10/09/2014,31.399462,1.344730707,23.35,0.2703,0.031399462
11/09/2014,26.408087,1.377573657,19.17,0.2219,0.026408087
12/09/2014,22.659655,1.406558349,16.11,0.1864,0.022659655
13/09/2014,20.917157,1.421968525,14.71,0.1702,0.020917157
14/09/2014,19.609834,1.436617875,13.65,0.1579,0.019609834
15/09/2014,18.250359,1.440438753,12.67,0.1466,0.018250359
16/09/2014,17.084832,1.426112855,11.98,0.1387,0.017084832
17/09/2014,17.054675,1.424784879,11.97,0.1385,0.017054675
18/09/2014,16.676263,1.418049575,11.76,0.1362,0.016676263
19/09/2014,16.667859,1.417334949,11.76,0.1362,0.016667859
20/09/2014,16.354117,1.413493258,11.57,0.1339,0.016354117
21/09/2014,15.5399,1.401253381,11.09,0.1284,0.0155399
22/09/2014,107.188911,1.283853288,83.49,0.9663,0.107188911
23/09/2014,261.820769,1.268941836,206.33,2.388,0.261820769
24/09/2014,112.187151,1.268224633,88.46,1.0238,0.112187151
25/09/2014,57.469817,1.26753015,45.34,0.5247,0.057469817
26/09/2014,38.689177,1.292655429,29.93,0.3464,0.038689177
27/09/2014,31.261152,1.331962164,23.47,0.2716,0.031261152
28/09/2014,26.101073,1.366548325,19.1,0.2211,0.026101073
29/09/2014,29.522029,1.331020243,22.18,0.2568,0.029522029
30/09/2014,28.037703,1.318180677,21.27,0.2461,0.028037703
1/10/2014,21.095391,1.338540038,15.76,0.1824,0.021095391
2/10/2014,18.805267,1.328055579,14.16,0.1639,0.018805267
3/10/2014,17.063276,1.309537682,13.03,0.1508,0.017063276
4/10/2014,15.277955,1.265779205,12.07,0.1397,0.015277955
5/10/2014,13.634875,1.218487489,11.19,0.1295,0.013634875
6/10/2014,12.651033,1.176840279,10.75,0.1244,0.012651033
7/10/2014,12.105852,1.143139943,10.59,0.1225,0.012105852
8/10/2014,11.560322,1.110501633,10.41,0.1205,0.011560322
9/10/2014,10.993587,1.076747013,10.21,0.1182,0.010993587
10/10/2014,10.485746,1.043357811,10.05,0.1163,0.010485746
11/10/2014,10.994487,1.02752215,10.7,0.1238,0.010994487
12/10/2014,14.277743,1.019110849,14.01,0.1621,0.014277743
13/10/2014,13.558589,0.995491116,13.62,0.1576,0.013558589
14/10/2014,11.155109,0.955060702,11.68,0.1352,0.011155109
15/10/2014,9.145123,0.899225467,10.17,0.1177,0.009145123
16/10/2014,7.65207,0.85023,9,0.1042,0.00765207
17/10/2014,6.752363,0.808666228,8.35,0.0967,0.006752363
18/10/2014,6.105097,0.770845581,7.92,0.0917,0.006105097
19/10/2014,5.481789,0.735810604,7.45,0.0862,0.005481789
20/10/2014,5.040109,0.701965042,7.18,0.0831,0.005040109
21/10/2014,4.688771,0.67078269,6.99,0.0809,0.004688771
22/10/2014,4.339407,0.639087923,6.79,0.0785,0.004339407
23/10/2014,4.101543,0.612170597,6.7,0.0775,0.004101543
24/10/2014,3.842925,0.584920091,6.57,0.076,0.003842925
25/10/2014,3.66173,0.557340944,6.57,0.076,0.00366173
26/10/2014,3.424815,0.530157121,6.46,0.0747,0.003424815
27/10/2014,3.408034,0.503402363,6.77,0.0784,0.003408034
28/10/2014,9.837332,0.479402144,20.52,0.2375,0.009837332
29/10/2014,18.432435,0.463475861,39.77,0.4603,0.018432435
30/10/2014,8.513809,0.491275765,17.33,0.2006,0.008513809
31/10/2014,5.398465,0.484167265,11.15,0.1291,0.005398465
1/11/2014,3.487824,0.442056274,7.89,0.0913,0.003487824
2/11/2014,2.76162,0.416533937,6.63,0.0768,0.00276162
3/11/2014,2.566752,0.404850473,6.34,0.0734,0.002566752
4/11/2014,2.720441,0.395412936,6.88,0.0797,0.002720441
5/11/2014,2.622963,0.38459868,6.82,0.0789,0.002622963
6/11/2014,2.461597,0.371842447,6.62,0.0766,0.002461597
7/11/2014,2.898155,0.371082586,7.81,0.0904,0.002898155
8/11/2014,2.987293,0.362976063,8.23,0.0952,0.002987293
9/11/2014,2.530401,0.344272245,7.35,0.0851,0.002530401
10/11/2014,2.161154,0.326952194,6.61,0.0765,0.002161154
11/11/2014,2.16298,0.317618209,6.81,0.0789,0.00216298
12/11/2014,2.294911,0.31054276,7.39,0.0855,0.002294911
13/11/2014,1.903322,0.295088682,6.45,0.0747,0.001903322
14/11/2014,1.565681,0.281091741,5.57,0.0644,0.001565681
15/11/2014,1.511747,0.270437746,5.59,0.0647,0.001511747
16/11/2014,1.305102,0.259980478,5.02,0.0582,0.001305102
17/11/2014,1.229946,0.247972984,4.96,0.0574,0.001229946
18/11/2014,1.451226,0.235971707,6.15,0.0712,0.001451226
19/11/2014,1.783445,0.231315824,7.71,0.0893,0.001783445
20/11/2014,1.951514,0.224570081,8.69,0.1006,0.001951514
21/11/2014,1.47902,0.20627894,7.17,0.083,0.00147902
22/11/2014,1.160907,0.192203146,6.04,0.0699,0.001160907
23/11/2014,0.975762,0.179368015,5.44,0.063,0.000975762
24/11/2014,0.855207,0.169347921,5.05,0.0584,0.000855207
25/11/2014,0.779181,0.160655876,4.85,0.0561,0.000779181
26/11/2014,1.033628,0.175787075,5.88,0.068,0.001033628
27/11/2014,1.109246,0.198433989,5.59,0.0647,0.001109246
28/11/2014,1.196498,0.219944485,5.44,0.063,0.001196498
29/11/2014,1.32685,0.24390625,5.44,0.063,0.00132685
30/11/2014,1.458398,0.265646266,5.49,0.0635,0.001458398
1/12/2014,1.721898,0.28890906,5.96,0.069,0.001721898
2/12/2014,2.669187,0.325114129,8.21,0.095,0.002669187
3/12/2014,3.515716,0.359848106,9.77,0.1131,0.003515716
4/12/2014,3.921142,0.386319409,10.15,0.1174,0.003921142
5/12/2014,4.018278,0.408361585,9.84,0.1138,0.004018278
6/12/2014,3.840178,0.425740355,9.02,0.1044,0.003840178
7/12/2014,3.26605,0.434893475,7.51,0.087,0.00326605
8/12/2014,3.2322,0.453323983,7.13,0.0825,0.0032322
9/12/2014,3.824272,0.485313706,7.88,0.0912,0.003824272
10/12/2014,4.109113,0.511720174,8.03,0.093,0.004109113
11/12/2014,13.091266,0.524489824,24.96,0.2889,0.013091266
12/12/2014,12.374461,0.572361748,21.62,0.2502,0.012374461
13/12/2014,36.48814,0.569415418,64.08,0.7417,0.03648814
14/12/2014,52.407025,0.583727166,89.78,1.0391,0.052407025
15/12/2014,45.548269,0.607553275,74.97,0.8677,0.045548269
16/12/2014,91.462575,0.631211698,144.9,1.6771,0.091462575
17/12/2014,37.357841,0.683458489,54.66,0.6326,0.037357841
18/12/2014,20.852864,0.781006142,26.7,0.3091,0.020852864
19/12/2014,18.936655,0.873059244,21.69,0.2511,0.018936655
20/12/2014,16.019263,0.97381538,16.45,0.1904,0.016019263
21/12/2014,11.608512,1.050544072,11.05,0.1279,0.011608512
22/12/2014,9.698358,1.078793993,8.99,0.1041,0.009698358
23/12/2014,11.268185,1.165272492,9.67,0.1119,0.011268185
24/12/2014,10.055283,1.201348029,8.37,0.0968,0.010055283
25/12/2014,9.640255,1.250357328,7.71,0.0893,0.009640255
26/12/2014,9.354554,1.301050626,7.19,0.0832,0.009354554
27/12/2014,9.459903,1.363098415,6.94,0.0804,0.009459903
28/12/2014,7.857429,1.415752973,5.55,0.0643,0.007857429
29/12/2014,7.561826,1.48271098,5.1,0.059,0.007561826
30/12/2014,12.375635,1.636988757,7.56,0.0875,0.012375635
31/12/2014,45.728626,1.671979013,27.35,0.3166,0.045728626
1/01/2015,60.761543,1.689228329,35.97,0.4163,0.060761543
2/01/2015,47.637414,1.825188276,26.1,0.3021,0.047637414
3/01/2015,684.313149,1.826344842,374.69,4.3367,0.684313149
4/01/2015,650.601906,1.872666818,347.42,4.0211,0.650601906
5/01/2015,275.290111,1.944001914,141.61,1.639,0.275290111
6/01/2015,1020.43014,1.396548612,730.68,8.4569,1.02043014
7/01/2015,1655.12495,2.269439539,729.31,8.4411,1.65512495
8/01/2015,723.905455,2.290550104,316.04,3.6579,0.723905455
9/01/2015,396.343005,2.095168394,189.17,2.1895,0.396343005
10/01/2015,283.484167,1.881240739,150.69,1.7441,0.283484167
11/01/2015,247.353568,1.705533807,145.03,1.6786,0.247353568
12/01/2015,107.075532,1.508318524,70.99,0.8217,0.107075532
13/01/2015,56.688907,1.306798225,43.38,0.5021,0.056688907
14/01/2015,37.459947,1.117540185,33.52,0.3879,0.037459947
15/01/2015,25.210132,0.9441997,26.7,0.309,0.025210132
16/01/2015,84.925226,0.68938409,123.19,1.4258,0.084925226
17/01/2015,84.720291,0.517470627,163.72,1.8949,0.084720291
18/01/2015,172.217492,0.390515855,441,5.1042,0.172217492
19/01/2015,111.918933,0.463202272,241.62,2.7965,0.111918933
20/01/2015,97.112695,0.331691697,292.78,3.3886,0.097112695
21/01/2015,482.111282,0.34499852,1397.43,16.1739,0.482111282
22/01/2015,3800.819037,0.480188779,7915.26,91.6119,3.800819037
23/01/2015,3093.15918,0.656334304,4712.78,54.5461,3.09315918
24/01/2015,981.733707,0.407312752,2410.27,27.8967,0.981733707
25/01/2015,153.52222,0.162726003,943.44,10.9195,0.15352222
26/01/2015,249.840571,0.176498418,1415.54,16.3835,0.249840571
27/01/2015,113.637342,0.216774144,524.22,6.0674,0.113637342
28/01/2015,103.501989,0.229596249,450.8,5.2176,0.103501989
29/01/2015,74.496623,0.236662504,314.78,3.6433,0.074496623
30/01/2015,42.230111,0.246196648,171.53,1.9852,0.042230111
31/01/2015,34.534623,0.255225948,135.31,1.566,0.034534623
1/02/2015,29.027072,0.264074527,109.92,1.2722,0.029027072
2/02/2015,25.535402,0.27322279,93.46,1.0817,0.025535402
3/02/2015,31.961066,0.282117274,113.29,1.3113,0.031961066
4/02/2015,29.056393,0.290796567,99.92,1.1564,0.029056393
5/02/2015,21.623706,0.299829534,72.12,0.8347,0.021623706
6/02/2015,16.720313,0.30877771,54.15,0.6267,0.016720313
7/02/2015,15.129972,0.317789792,47.61,0.5511,0.015129972
8/02/2015,14.399624,0.326744361,44.07,0.5101,0.014399624
9/02/2015,13.435756,0.335642168,40.03,0.4633,0.013435756
10/02/2015,12.752135,0.344652297,37,0.4282,0.012752135
11/02/2015,12.913605,0.353506844,36.53,0.4227,0.012913605
12/02/2015,13.217144,0.362510806,36.46,0.422,0.013217144
13/02/2015,13.542625,0.371437877,36.46,0.422,0.013542625
14/02/2015,13.771281,0.380212065,36.22,0.4192,0.013771281
15/02/2015,13.989011,0.389124089,35.95,0.4161,0.013989011
16/02/2015,16.329454,0.397988155,41.03,0.4749,0.016329454
17/02/2015,13.393988,0.410984597,32.59,0.3771,0.013393988
18/02/2015,12.026801,0.428000036,28.1,0.3252,0.012026801
19/02/2015,11.137579,0.443198528,25.13,0.2908,0.011137579
20/02/2015,11.066624,0.453550164,24.4,0.2824,0.011066624
21/02/2015,11.610527,0.456747718,25.42,0.2943,0.011610527
22/02/2015,12.392787,0.45746722,27.09,0.3136,0.012392787
23/02/2015,21.1956,0.447353314,47.38,0.5484,0.0211956
24/02/2015,18.941274,0.451520238,41.95,0.4855,0.018941274
25/02/2015,15.27462,0.459525271,33.24,0.3847,0.01527462
26/02/2015,14.495274,0.468344879,30.95,0.3583,0.014495274
27/02/2015,12.977979,0.480665889,27,0.3124,0.012977979
28/02/2015,11.877511,0.492026139,24.14,0.2794,0.011877511
1/03/2015,11.119089,0.501990474,22.15,0.2564,0.011119089
2/03/2015,10.499477,0.511919893,20.51,0.2374,0.010499477
3/03/2015,10.158077,0.519594731,19.55,0.2263,0.010158077
4/03/2015,9.859719,0.526975895,18.71,0.2165,0.009859719
5/03/2015,9.560955,0.534729027,17.88,0.207,0.009560955
6/03/2015,10.321637,0.534799845,19.3,0.2234,0.010321637
7/03/2015,12.29366,0.526946421,23.33,0.2701,0.01229366
8/03/2015,11.533997,0.537464911,21.46,0.2484,0.011533997
9/03/2015,11.321027,0.544280144,20.8,0.2408,0.011321027
10/03/2015,11.151156,0.55067437,20.25,0.2344,0.011151156
11/03/2015,11.826824,0.551367086,21.45,0.2482,0.011826824
12/03/2015,16.006188,0.535145035,29.91,0.3461,0.016006188
13/03/2015,65.199052,0.527159217,123.68,1.4315,0.065199052
14/03/2015,35.68338,0.531081709,67.19,0.7776,0.03568338
15/03/2015,20.404629,0.536963921,38,0.4398,0.020404629
16/03/2015,22.753866,0.548418077,41.49,0.4802,0.022753866
17/03/2015,72.821544,0.544582291,133.72,1.5477,0.072821544
18/03/2015,25.758839,0.548877882,46.93,0.5431,0.025758839
19/03/2015,16.027223,0.568542852,28.19,0.3263,0.016027223
20/03/2015,10.185094,0.612453037,16.63,0.1925,0.010185094
21/03/2015,8.320161,0.632711863,13.15,0.1522,0.008320161
22/03/2015,7.281225,0.630409091,11.55,0.1336,0.007281225
23/03/2015,10.616543,0.623402408,17.03,0.1971,0.010616543
24/03/2015,11.796537,0.622508549,18.95,0.2193,0.011796537
25/03/2015,10.972564,0.636090667,17.25,0.1996,0.010972564
26/03/2015,11.08721,0.64423068,17.21,0.1992,0.01108721
27/03/2015,11.736497,0.647709547,18.12,0.2097,0.011736497
28/03/2015,12.533913,0.650774299,19.26,0.2229,0.012533913
29/03/2015,11.037433,0.670968571,16.45,0.1904,0.011037433
30/03/2015,19.311133,0.629642419,30.67,0.355,0.019311133
31/03/2015,96.137333,0.625039549,153.81,1.7802,0.096137333
1/04/2015,86.336757,0.630839961,136.86,1.584,0.086336757
2/04/2015,38.737067,0.63806732,60.71,0.7027,0.038737067
3/04/2015,23.156657,0.648464212,35.71,0.4133,0.023156657
4/04/2015,18.289985,0.674160892,27.13,0.314,0.018289985
5/04/2015,15.8903,0.696332165,22.82,0.2641,0.0158903
6/04/2015,20.727004,0.692516004,29.93,0.3464,0.020727004
7/04/2015,100.458359,0.673358529,149.19,1.7267,0.100458359
8/04/2015,39.633256,0.679932338,58.29,0.6746,0.039633256
9/04/2015,22.36119,0.695959851,32.13,0.3718,0.02236119
10/04/2015,17.94688,0.725712899,24.73,0.2862,0.01794688
11/04/2015,15.088736,0.752555411,20.05,0.232,0.015088736
12/04/2015,12.824536,0.779133414,16.46,0.1906,0.012824536
13/04/2015,11.657801,0.798479521,14.6,0.1689,0.011657801
14/04/2015,10.975958,0.816663542,13.44,0.1555,0.010975958
15/04/2015,10.641973,0.826882129,12.87,0.149,0.010641973
16/04/2015,12.940767,0.813884717,15.9,0.1841,0.012940767
17/04/2015,13.100186,0.818250219,16.01,0.1853,0.013100186
18/04/2015,11.528224,0.822856817,14.01,0.1621,0.011528224
19/04/2015,10.387828,0.817939213,12.7,0.147,0.010387828
20/04/2015,10.735296,0.80354012,13.36,0.1546,0.010735296
21/04/2015,9.625315,0.785099103,12.26,0.1419,0.009625315
22/04/2015,7.634448,0.748475294,10.2,0.1181,0.007634448
23/04/2015,6.985415,0.729166493,9.58,0.1109,0.006985415
24/04/2015,8.287892,0.738671301,11.22,0.1298,0.008287892
25/04/2015,7.386993,0.715100968,10.33,0.1196,0.007386993
26/04/2015,5.824744,0.677295814,8.6,0.0996,0.005824744
27/04/2015,5.153923,0.654882211,7.87,0.0911,0.005153923
28/04/2015,4.640708,0.634843776,7.31,0.0846,0.004640708
29/04/2015,4.337072,0.617816524,7.02,0.0812,0.004337072
30/04/2015,4.222595,0.605824247,6.97,0.0806,0.004222595
1/05/2015,5.715358,0.628061319,9.1,0.1054,0.005715358
2/05/2015,5.884402,0.622688042,9.45,0.1094,0.005884402
3/05/2015,5.63378,0.607743258,9.27,0.1073,0.00563378
4/05/2015,5.025415,0.586396149,8.57,0.0992,0.005025415
5/05/2015,4.39604,0.562153453,7.82,0.0905,0.00439604
6/05/2015,4.312878,0.551518926,7.82,0.0905,0.004312878
7/05/2015,4.419229,0.545583827,8.1,0.0937,0.004419229
8/05/2015,5.652379,0.557984107,10.13,0.1173,0.005652379
9/05/2015,5.348532,0.54410295,9.83,0.1138,0.005348532
10/05/2015,4.212962,0.512525791,8.22,0.0951,0.004212962
11/05/2015,5.584031,0.495917496,11.26,0.1304,0.005584031
12/05/2015,56.67001,0.472171388,120.02,1.3891,0.05667001
13/05/2015,19.167524,0.463655636,41.34,0.4785,0.019167524
14/05/2015,10.072845,0.479659286,21,0.2431,0.010072845
15/05/2015,6.422338,0.493267127,13.02,0.1506,0.006422338
16/05/2015,5.566206,0.49742681,11.19,0.1295,0.005566206
17/05/2015,6.390231,0.52165151,12.25,0.1417,0.006390231
18/05/2015,5.652362,0.521917082,10.83,0.1253,0.005652362
19/05/2015,4.688974,0.516406828,9.08,0.1051,0.004688974
20/05/2015,4.584622,0.5239568,8.75,0.1012,0.004584622
21/05/2015,4.543527,0.533904465,8.51,0.0985,0.004543527
22/05/2015,4.845444,0.549993644,8.81,0.102,0.004845444
23/05/2015,4.018002,0.543707984,7.39,0.0855,0.004018002
24/05/2015,3.721272,0.545641056,6.82,0.0789,0.003721272
25/05/2015,3.611449,0.556463636,6.49,0.0751,0.003611449
26/05/2015,3.584629,0.566292101,6.33,0.0732,0.003584629
27/05/2015,3.650613,0.578544057,6.31,0.073,0.003650613
28/05/2015,3.891287,0.593183994,6.56,0.0759,0.003891287
29/05/2015,3.978018,0.60273,6.6,0.0764,0.003978018
30/05/2015,3.839096,0.613274121,6.26,0.0725,0.003839096
31/05/2015,3.905192,0.627844373,6.22,0.072,0.003905192
1/06/2015,4.1043,0.637313665,6.44,0.0745,0.0041043
2/06/2015,4.731143,0.658933565,7.18,0.0832,0.004731143
3/06/2015,4.37913,0.6615,6.62,0.0766,0.00437913
4/06/2015,4.912861,0.682341806,7.2,0.0833,0.004912861
5/06/2015,6.299321,0.719100571,8.76,0.1014,0.006299321
6/06/2015,5.460108,0.713739608,7.65,0.0886,0.005460108
7/06/2015,4.754685,0.70859687,6.71,0.0777,0.004754685
8/06/2015,4.526946,0.717424089,6.31,0.073,0.004526946
9/06/2015,4.29976,0.728772881,5.9,0.0682,0.00429976
10/06/2015,4.073204,0.741931512,5.49,0.0636,0.004073204
11/06/2015,3.948188,0.750606084,5.26,0.0608,0.003948188
12/06/2015,3.884057,0.766086193,5.07,0.0587,0.003884057
13/06/2015,3.840296,0.778964706,4.93,0.057,0.003840296
14/06/2015,4.048454,0.78917232,5.13,0.0594,0.004048454
15/06/2015,4.267306,0.788781146,5.41,0.0626,0.004267306
16/06/2015,4.983253,0.765476651,6.51,0.0754,0.004983253
17/06/2015,7.291449,0.760317935,9.59,0.111,0.007291449
18/06/2015,5.944816,0.695300117,8.55,0.099,0.005944816
19/06/2015,5.07095,0.639464061,7.93,0.0918,0.00507095
20/06/2015,4.166295,0.581073222,7.17,0.083,0.004166295
21/06/2015,3.513185,0.529892157,6.63,0.0767,0.003513185
22/06/2015,3.041358,0.484292675,6.28,0.0726,0.003041358
23/06/2015,2.670258,0.441364959,6.05,0.0701,0.002670258
24/06/2015,2.461005,0.39693629,6.2,0.0718,0.002461005
25/06/2015,2.191021,0.352821417,6.21,0.0719,0.002191021
26/06/2015,1.778847,0.308292374,5.77,0.0668,0.001778847
27/06/2015,1.457677,0.263118592,5.54,0.0641,0.001457677
28/06/2015,1.187173,0.218230331,5.44,0.063,0.001187173
29/06/2015,0.947173,0.174112684,5.44,0.063,0.000947173
30/06/2015,0.69687,0.129289425,5.39,0.0623,0.00069687
1/07/2015,0.0265,0.004990584,5.31,0.0615,2.65E-05
2/07/2015,0.0478,0.009001883,5.31,0.0615,4.78E-05
3/07/2015,0.0692,0.013032015,5.31,0.0615,6.92E-05
4/07/2015,0.103,0.017252931,5.97,0.0691,1.03E-04
5/07/2015,0.1368,0.021078582,6.49,0.0751,0.0001368
6/07/2015,0.15692,0.025515447,6.15,0.0711,0.00015692
7/07/2015,0.167123,0.028519283,5.86,0.0678,0.000167123
8/07/2015,0.187457,0.033414795,5.61,0.0649,0.000187457
9/07/2015,0.197714,0.036613704,5.4,0.0625,0.000197714
10/07/2015,0.218106,0.041782759,5.22,0.0604,0.000218106
11/07/2015,0.228145,0.045996976,4.96,0.0574,0.000228145
12/07/2015,0.2281,0.048021053,4.75,0.0549,0.0002281
13/07/2015,0.237989,0.05219057,4.56,0.0527,0.000237989
14/07/2015,0.303817,0.057650285,5.27,0.061,0.000303817
15/07/2015,0.281174,0.060208565,4.67,0.0541,0.000281174
16/07/2015,0.27966,0.065188811,4.29,0.0496,0.00027966
17/07/2015,0.279427,0.06831956,4.09,0.0473,0.000279427
18/07/2015,0.289458,0.072911335,3.97,0.0459,0.000289458
19/07/2015,0.300101,0.076361578,3.93,0.0455,0.000300101
20/07/2015,0.322063,0.079916377,4.03,0.0466,0.000322063
21/07/2015,0.354659,0.083843735,4.23,0.0489,0.000354659
22/07/2015,0.409484,0.087496581,4.68,0.0541,0.000409484
23/07/2015,0.540466,0.093183793,5.8,0.0671,0.000540466
24/07/2015,0.595555,0.096057258,6.2,0.0718,0.000595555
25/07/2015,0.594763,0.099960168,5.95,0.0689,0.000594763
26/07/2015,0.593626,0.104880919,5.66,0.0655,0.000593626
27/07/2015,0.593553,0.107722868,5.51,0.0638,0.000593553
28/07/2015,0.603402,0.112575,5.36,0.0621,0.000603402
29/07/2015,0.614208,0.115670056,5.31,0.0615,0.000614208
30/07/2015,0.635555,0.119690207,5.31,0.0615,0.000635555
31/07/2015,0.678235,0.124905157,5.43,0.0628,0.000678235
1/08/2015,0.700186,0.127771168,5.48,0.0634,0.000700186
2/08/2015,0.732709,0.131545601,5.57,0.0645,0.000732709
3/08/2015,1.638266,0.137669412,11.9,0.1377,0.001638266
4/08/2015,11.67976,0.139977948,83.44,0.9657,0.01167976
5/08/2015,3.741133,0.150306669,24.89,0.288,0.003741133
6/08/2015,2.133859,0.165287297,12.91,0.1494,0.002133859
7/08/2015,1.130218,0.156539889,7.22,0.0836,0.001130218
8/08/2015,0.846299,0.156722037,5.4,0.0625,0.000846299
9/08/2015,0.757853,0.162281156,4.67,0.0541,0.000757853
10/08/2015,0.789075,0.166823467,4.73,0.0547,0.000789075
11/08/2015,1.068967,0.171583788,6.23,0.0721,0.001068967
12/08/2015,0.841214,0.174525726,4.82,0.0558,0.000841214
13/08/2015,0.764815,0.178278555,4.29,0.0497,0.000764815
14/08/2015,0.741996,0.184118114,4.03,0.0466,0.000741996
15/08/2015,0.709239,0.186641842,3.8,0.0439,0.000709239
16/08/2015,0.826418,0.191744316,4.31,0.0498,0.000826418
17/08/2015,0.825419,0.19606152,4.21,0.0487,0.000825419
18/08/2015,0.792384,0.20111269,3.94,0.0456,0.000792384
19/08/2015,0.920067,0.204914699,4.49,0.052,0.000920067
20/08/2015,0.716275,0.208219477,3.44,0.0398,0.000716275
21/08/2015,0.672829,0.213596508,3.15,0.0365,0.000672829
22/08/2015,0.597399,0.218028832,2.74,0.0317,0.000597399
23/08/2015,0.618324,0.221621505,2.79,0.0323,0.000618324
24/08/2015,0.670961,0.227444407,2.95,0.0342,0.000670961
25/08/2015,0.713028,0.231502597,3.08,0.0356,0.000713028
26/08/2015,0.75503,0.235946875,3.2,0.0371,0.00075503
27/08/2015,0.796627,0.241402121,3.3,0.0382,0.000796627
28/08/2015,0.828149,0.24429174,3.39,0.0392,0.000828149
29/08/2015,0.891591,0.248354039,3.59,0.0416,0.000891591
30/08/2015,1.03906,0.254671569,4.08,0.0472,0.00103906
31/08/2015,1.017624,0.256328463,3.97,0.0459,0.001017624
1/09/2015,0.98518,0.262015957,3.76,0.0436,0.00098518
2/09/2015,1.016036,0.268083377,3.79,0.0439,0.001016036
3/09/2015,1.089458,0.2723645,4,0.0463,0.001089458
4/09/2015,1.07835,0.275089286,3.92,0.0454,0.00107835
5/09/2015,1.056761,0.280307958,3.77,0.0437,0.001056761
6/09/2015,0.97174,0.284134503,3.42,0.0396,0.00097174
7/09/2015,0.897498,0.287659615,3.12,0.0361,0.000897498
8/09/2015,0.886612,0.293580132,3.02,0.035,0.000886612
9/09/2015,0.906909,0.300300993,3.02,0.035,0.000906909
10/09/2015,0.917005,0.30364404,3.02,0.0349,0.000917005
11/09/2015,1.074754,0.306197721,3.51,0.0406,0.001074754
12/09/2015,1.01128,0.310208589,3.26,0.0378,0.00101128
13/09/2015,0.768562,0.314984426,2.44,0.0282,0.000768562
14/09/2015,0.810618,0.316647656,2.56,0.0296,0.000810618
15/09/2015,0.81025,0.320256917,2.53,0.0293,0.00081025
16/09/2015,0.68435,0.309660633,2.21,0.0255,0.00068435
17/09/2015,0.64281,0.297597222,2.16,0.025,0.00064281
