date,Loads (kg),Concentration (mg/L),Flow (ML),Q (m3/s),Load (t)
1/02/2012,171.3,0.138353808,1238.13,14.3302,0.1713
2/02/2012,586.7,0.128265109,4574.12,52.9412,0.5867
3/02/2012,1451,0.113164873,12822,148.4027,1.451
4/02/2012,907.7,0.118768327,7642.61,88.4562,0.9077
5/02/2012,232.4,0.125589036,1850.48,21.4176,0.2324
6/02/2012,99.8,0.132954984,750.63,8.6879,0.0998
7/02/2012,58.9,0.143756712,409.72,4.7422,0.0589
8/02/2012,125.6,0.154922107,810.73,9.3834,0.1256
9/02/2012,105.1,0.164689659,638.17,7.3863,0.1051
10/02/2012,53.8,0.175541634,306.48,3.5472,0.0538
11/02/2012,36.2,0.18590797,194.72,2.2537,0.0362
12/02/2012,26.3,0.197033263,133.48,1.5449,0.0263
13/02/2012,22.4,0.207888631,107.75,1.2471,0.0224
14/02/2012,20,0.21896212,91.34,1.0572,0.02
15/02/2012,18.3,0.229265848,79.82,0.9239,0.0183
16/02/2012,16.9,0.239444602,70.58,0.8169,0.0169
17/02/2012,15.6,0.249520154,62.52,0.7236,0.0156
18/02/2012,14.9,0.261266,57.03,0.66,0.0149
19/02/2012,14.4,0.272934041,52.76,0.6106,0.0144
20/02/2012,13.5,0.284510011,47.45,0.5492,0.0135
21/02/2012,13.3,0.293598234,45.3,0.5243,0.0133
22/02/2012,12.6,0.303468208,41.52,0.4805,0.0126
23/02/2012,12.4,0.314242271,39.46,0.4567,0.0124
24/02/2012,734.6,0.308327702,2382.53,27.5756,0.7346
25/02/2012,1720,0.223305282,7702.46,89.1489,1.72
26/02/2012,2428.5,0.145637618,16674.95,192.9972,2.4285
27/02/2012,654.3,0.066710032,9808.12,113.52,0.6543
28/02/2012,189.5,0.061423867,3085.12,35.7074,0.1895
29/02/2012,221.2,0.110483992,2002.1,23.1725,0.2212
1/03/2012,132,0.164254694,803.63,9.3013,0.132
2/03/2012,90.7,0.210119075,431.66,4.996,0.0907
3/03/2012,62.1,0.206134236,301.26,3.4869,0.0621
4/03/2012,46.1,0.195745404,235.51,2.7258,0.0461
5/03/2012,34.1,0.185356308,183.97,2.1292,0.0341
6/03/2012,32.2,0.174791011,184.22,2.1322,0.0322
7/03/2012,49.4,0.164174144,300.9,3.4827,0.0494
8/03/2012,30.7,0.154116466,199.2,2.3056,0.0307
9/03/2012,20.3,0.14372699,141.24,1.6348,0.0203
10/03/2012,15.8,0.132461435,119.28,1.3806,0.0158
11/03/2012,12.7,0.123277034,103.02,1.1924,0.0127
12/03/2012,10.2,0.112137203,90.96,1.0528,0.0102
13/03/2012,8.9,0.101772441,87.45,1.0121,0.0089
14/03/2012,111.4,0.09219641,1208.29,13.9848,0.1114
15/03/2012,126.9,0.079201123,1602.25,18.5445,0.1269
16/03/2012,838.8,0.069410712,12084.59,139.8679,0.8388
17/03/2012,928,0.053183259,17449.1,201.9572,0.928
18/03/2012,958,0.038134362,25121.7,290.7605,0.958
19/03/2012,790.5,0.027761935,28474.24,329.563,0.7905
20/03/2012,1834.3,0.034858051,52621.99,609.0509,1.8343
21/03/2012,1654.6,0.028015743,59059.65,683.5607,1.6546
22/03/2012,586.6,0.040931988,14331.09,165.8691,0.5866
23/03/2012,630.4,0.094879174,6644.24,76.9009,0.6304
24/03/2012,975.6,0.118548114,8229.57,95.2497,0.9756
25/03/2012,450.7,0.150325533,2998.16,34.701,0.4507
26/03/2012,516.2,0.180239318,2863.97,33.1478,0.5162
27/03/2012,193.2,0.207558927,930.82,10.7734,0.1932
28/03/2012,131.6,0.237738235,553.55,6.4069,0.1316
29/03/2012,111.9,0.267064439,419,4.8495,0.1119
30/03/2012,103,0.296496733,347.39,4.0207,0.103
31/03/2012,96.9,0.32535339,297.83,3.4471,0.0969
1/04/2012,93.1,0.354626138,262.53,3.0386,0.0931
2/04/2012,90.5,0.383523329,235.97,2.7312,0.0905
3/04/2012,84.3,0.412810342,204.21,2.3636,0.0843
4/04/2012,79.6,0.441878539,180.14,2.085,0.0796
5/04/2012,76.5,0.470827179,162.48,1.8805,0.0765
6/04/2012,74.6,0.499832496,149.25,1.7274,0.0746
7/04/2012,73.3,0.528326366,138.74,1.6058,0.0733
8/04/2012,71.7,0.558020079,128.49,1.4871,0.0717
9/04/2012,70.6,0.587207852,120.23,1.3916,0.0706
10/04/2012,71.5,0.616007582,116.07,1.3435,0.0715
11/04/2012,69.7,0.644654088,108.12,1.2514,0.0697
12/04/2012,66.1,0.674283383,98.03,1.1346,0.0661
13/04/2012,64.4,0.703363914,91.56,1.0597,0.0644
14/04/2012,65.2,0.733160913,88.93,1.0292,0.0652
15/04/2012,67.5,0.762367292,88.54,1.0247,0.0675
16/04/2012,68.6,0.791964904,86.62,1.0026,0.0686
17/04/2012,69,0.820159277,84.13,0.9738,0.069
18/04/2012,68.7,0.849091583,80.91,0.9365,0.0687
19/04/2012,66.3,0.877448385,75.56,0.8745,0.0663
20/04/2012,66.1,0.90771766,72.82,0.8428,0.0661
21/04/2012,65.5,0.936383131,69.95,0.8096,0.0655
22/04/2012,63.5,0.965485784,65.77,0.7613,0.0635
23/04/2012,63.2,0.993242181,63.63,0.7364,0.0632
24/04/2012,63.8,1.023091725,62.36,0.7218,0.0638
25/04/2012,63.2,1.0517557,60.09,0.6954,0.0632
26/04/2012,63.8,1.080989495,59.02,0.6831,0.0638
27/04/2012,62.3,1.10873821,56.19,0.6503,0.0623
28/04/2012,87.3,1.141773476,76.46,0.8849,0.0873
29/04/2012,102.9,1.167858359,88.11,1.0198,0.1029
30/04/2012,80,1.19670905,66.85,0.7737,0.08
1/05/2012,75.9,1.227360931,61.84,0.7158,0.0759
2/05/2012,70.3,1.254461099,56.04,0.6486,0.0703
3/05/2012,68.3,1.283352123,53.22,0.616,0.0683
4/05/2012,66,1.313432836,50.25,0.5816,0.066
5/05/2012,62.6,1.34248338,46.63,0.5397,0.0626
6/05/2012,58.9,1.371362049,42.95,0.4971,0.0589
7/05/2012,58,1.399951726,41.43,0.4796,0.058
8/05/2012,56.3,1.417421954,39.72,0.4597,0.0563
9/05/2012,53.8,1.387313048,38.78,0.4488,0.0538
10/05/2012,50.3,1.348887101,37.29,0.4316,0.0503
11/05/2012,49.1,1.310731447,37.46,0.4335,0.0491
12/05/2012,44.6,1.278303239,34.89,0.4039,0.0446
13/05/2012,42.9,1.239884393,34.6,0.4004,0.0429
14/05/2012,39.8,1.210830545,32.87,0.3804,0.0398
15/05/2012,36.7,1.17892708,31.13,0.3603,0.0367
16/05/2012,32.5,1.156995372,28.09,0.3251,0.0325
17/05/2012,30.2,1.125186289,26.84,0.3107,0.0302
18/05/2012,29.5,1.08217168,27.26,0.3156,0.0295
19/05/2012,27.8,1.049056604,26.5,0.3067,0.0278
20/05/2012,25.4,1.018852788,24.93,0.2886,0.0254
21/05/2012,24.9,0.976470588,25.5,0.2951,0.0249
22/05/2012,100.8,0.899678686,112.04,1.2967,0.1008
23/05/2012,43.5,0.861898157,50.47,0.5842,0.0435
24/05/2012,27.6,0.836870831,32.98,0.3817,0.0276
25/05/2012,176.6,0.777802246,227.05,2.6279,0.1766
26/05/2012,343.7,0.747954387,459.52,5.3185,0.3437
27/05/2012,219.5,0.713473103,307.65,3.5607,0.2195
28/05/2012,97.6,0.675339053,144.52,1.6727,0.0976
29/05/2012,59.3,0.636812715,93.12,1.0778,0.0593
30/05/2012,44.6,0.600026907,74.33,0.8603,0.0446
31/05/2012,34.9,0.560822754,62.23,0.7203,0.0349
1/06/2012,39.3,0.5217045,75.33,0.8719,0.0393
2/06/2012,677.5,0.482948875,1402.84,16.2366,0.6775
3/06/2012,507.1,0.451052248,1124.26,13.0123,0.5071
4/06/2012,184.7,0.414218435,445.9,5.1608,0.1847
5/06/2012,84.6,0.379338176,223.02,2.5812,0.0846
6/06/2012,41.3,0.363524338,113.61,1.3149,0.0413
7/06/2012,27.6,0.349190283,79.04,0.9148,0.0276
8/06/2012,21,0.335785098,62.54,0.7238,0.021
9/06/2012,18.2,0.320253387,56.83,0.6577,0.0182
10/06/2012,16.6,0.306612486,54.14,0.6266,0.0166
11/06/2012,14.4,0.291734198,49.36,0.5712,0.0144
12/06/2012,12.4,0.279594138,44.35,0.5134,0.0124
13/06/2012,10.8,0.266600839,40.51,0.4688,0.0108
14/06/2012,9.4,0.251068376,37.44,0.4333,0.0094
15/06/2012,9,0.239170874,37.63,0.4356,0.009
16/06/2012,8,0.223152022,35.85,0.4149,0.008
17/06/2012,7.1,0.212066906,33.48,0.3875,0.0071
18/06/2012,6.2,0.201168073,30.82,0.3567,0.0062
19/06/2012,5.6,0.188552189,29.7,0.3438,0.0056
20/06/2012,5.1,0.170226969,29.96,0.3467,0.0051
21/06/2012,4.6,0.159279778,28.88,0.3343,0.0046
22/06/2012,4.1,0.148443157,27.62,0.3197,0.0041
23/06/2012,3.9,0.131845842,29.58,0.3423,0.0039
24/06/2012,3.4,0.115961801,29.32,0.3394,0.0034
25/06/2012,3.2,0.1011378,31.64,0.3662,0.0032
26/06/2012,3,0.084889643,35.34,0.4091,0.003
27/06/2012,2.5,0.071164247,35.13,0.4066,0.0025
28/06/2012,1.9,0.060336615,31.49,0.3645,0.0019
29/06/2012,1.3,0.045233125,28.74,0.3326,0.0013
30/06/2012,0.9,0.034285714,26.25,0.3038,0.0009
1/07/2012,0.25,0.010064412,24.84,0.2875,0.00025
2/07/2012,0.56,0.024242424,23.1,0.2674,0.00056
3/07/2012,0.81,0.03870043,20.93,0.2423,0.00081
4/07/2012,1.06,0.053373615,19.86,0.2298,0.00106
5/07/2012,1.31,0.068229167,19.2,0.2222,0.00131
6/07/2012,1.48,0.083380282,17.75,0.2054,0.00148
7/07/2012,1.65,0.098097503,16.82,0.1946,0.00165
8/07/2012,1.89,0.113038278,16.72,0.1935,0.00189
9/07/2012,2.21,0.127598152,17.32,0.2004,0.00221
10/07/2012,6.91,0.132680492,52.08,0.6028,0.00691
11/07/2012,58.99,0.145134703,406.45,4.7042,0.05899
12/07/2012,107.24,0.1967165,545.15,6.3096,0.10724
13/07/2012,616.69,0.222859456,2767.17,32.0274,0.61669
14/07/2012,292.91,0.192141428,1524.45,17.6441,0.29291
15/07/2012,373.38,0.146710046,2545.02,29.4562,0.37338
16/07/2012,232.07,0.123321448,1881.83,21.7804,0.23207
17/07/2012,107.94,0.148407853,727.32,8.418,0.10794
18/07/2012,224.05,0.186379064,1202.12,13.9135,0.22405
19/07/2012,195.31,0.22817655,855.96,9.907,0.19531
20/07/2012,123.83,0.2763199,448.14,5.1868,0.12383
21/07/2012,100.6,0.325092907,309.45,3.5816,0.1006
22/07/2012,86.5,0.372267172,232.36,2.6893,0.0865
23/07/2012,77.05,0.42009705,183.41,2.1228,0.07705
24/07/2012,66.96,0.467891831,143.11,1.6564,0.06696
25/07/2012,64.4,0.515488674,124.93,1.446,0.0644
26/07/2012,63.69,0.56303041,113.12,1.3092,0.06369
27/07/2012,62.22,0.610538711,101.91,1.1795,0.06222
28/07/2012,59.97,0.657926495,91.15,1.055,0.05997
29/07/2012,57.97,0.705660377,82.15,0.9508,0.05797
30/07/2012,57.58,0.753270539,76.44,0.8847,0.05758
31/07/2012,57.96,0.800552486,72.4,0.8379,0.05796
1/08/2012,57.55,0.848319575,67.84,0.7852,0.05755
2/08/2012,56.79,0.895600063,63.41,0.7339,0.05679
3/08/2012,56.24,0.93608522,60.08,0.6954,0.05624
4/08/2012,55.03,0.942294521,58.4,0.6759,0.05503
5/08/2012,52.97,0.944375111,56.09,0.6492,0.05297
6/08/2012,52.19,0.946328196,55.15,0.6383,0.05219
7/08/2012,50.7,0.948550047,53.45,0.6186,0.0507
8/08/2012,48.09,0.950771056,50.58,0.5854,0.04809
9/08/2012,45.87,0.952845866,48.14,0.5572,0.04587
10/08/2012,43.21,0.955128205,45.24,0.5236,0.04321
11/08/2012,39.91,0.957533589,41.68,0.4824,0.03991
12/08/2012,38.98,0.959862103,40.61,0.47,0.03898
13/08/2012,39.35,0.961632454,40.92,0.4736,0.03935
14/08/2012,38.14,0.963861511,39.57,0.4579,0.03814
15/08/2012,37.6,0.966084275,38.92,0.4504,0.0376
16/08/2012,37.22,0.968010403,38.45,0.445,0.03722
17/08/2012,36.87,0.970263158,38,0.4399,0.03687
18/08/2012,35.38,0.972779764,36.37,0.421,0.03538
19/08/2012,33.36,0.978873239,34.08,0.3945,0.03336
20/08/2012,34.79,0.97697276,35.61,0.4121,0.03479
21/08/2012,34.05,0.980985307,34.71,0.4017,0.03405
22/08/2012,34.46,0.98288648,35.06,0.4058,0.03446
23/08/2012,36.15,0.983405876,36.76,0.4255,0.03615
24/08/2012,36.34,0.985090811,36.89,0.4269,0.03634
25/08/2012,33.77,0.992359683,34.03,0.3939,0.03377
26/08/2012,32.06,1.001562012,32.01,0.3705,0.03206
27/08/2012,32.44,1.002162496,32.37,0.3746,0.03244
28/08/2012,31.43,1.00996144,31.12,0.3602,0.03143
29/08/2012,31.71,1.010838381,31.37,0.3631,0.03171
30/08/2012,29.71,1.022719449,29.05,0.3362,0.02971
31/08/2012,27.81,1.034213462,26.89,0.3112,0.02781
1/09/2012,25.56,1.045398773,24.45,0.283,0.02556
2/09/2012,24.3,1.051948052,23.1,0.2674,0.0243
3/09/2012,23.76,1.054593875,22.53,0.2608,0.02376
4/09/2012,23.65,1.053452116,22.45,0.2598,0.02365
5/09/2012,28.01,1.027136047,27.27,0.3156,0.02801
6/09/2012,29.21,1.020971688,28.61,0.3311,0.02921
7/09/2012,29.95,1.01628775,29.47,0.3411,0.02995
8/09/2012,29.09,1.019271198,28.54,0.3303,0.02909
9/09/2012,26.8,1.029581252,26.03,0.3012,0.0268
10/09/2012,25.72,1.034177724,24.87,0.2879,0.02572
11/09/2012,26.3,1.030564263,25.52,0.2954,0.0263
12/09/2012,26.29,1.028962818,25.55,0.2957,0.02629
13/09/2012,25.35,1.033428455,24.53,0.2839,0.02535
14/09/2012,25.44,1.032048682,24.65,0.2853,0.02544
15/09/2012,24.32,1.037100213,23.45,0.2715,0.02432
16/09/2012,24.27,1.035851472,23.43,0.2711,0.02427
17/09/2012,25.9,1.024930748,25.27,0.2925,0.0259
18/09/2012,24.55,1.031946196,23.79,0.2754,0.02455
19/09/2012,22.96,1.040797824,22.06,0.2553,0.02296
20/09/2012,22.18,1.044256121,21.24,0.2458,0.02218
21/09/2012,22.24,1.042662916,21.33,0.2468,0.02224
22/09/2012,22.53,1.040166205,21.66,0.2507,0.02253
23/09/2012,21.5,1.045211473,20.57,0.238,0.0215
24/09/2012,19.57,1.058982684,18.48,0.2139,0.01957
25/09/2012,23.78,1.027657736,23.14,0.2678,0.02378
26/09/2012,29.1,0.996234166,29.21,0.3381,0.0291
27/09/2012,24.17,1.022419628,23.64,0.2736,0.02417
28/09/2012,20.89,1.043456543,20.02,0.2317,0.02089
29/09/2012,19.17,1.055035773,18.17,0.2103,0.01917
30/09/2012,18.87,1.057142857,17.85,0.2066,0.01887
1/10/2012,18.62,1.056154282,17.63,0.204,0.01862
2/10/2012,18.54,1.057012543,17.54,0.203,0.01854
3/10/2012,20.81,1.038423154,20.04,0.2319,0.02081
4/10/2012,18.63,1.053137366,17.69,0.2048,0.01863
5/10/2012,20.94,1.035608309,20.22,0.234,0.02094
6/10/2012,21.74,1.028868907,21.13,0.2446,0.02174
7/10/2012,21.59,1.02907531,20.98,0.2429,0.02159
8/10/2012,19.73,1.040611814,18.96,0.2194,0.01973
9/10/2012,17.83,1.053782506,16.92,0.1958,0.01783
10/10/2012,16.57,1.060140755,15.63,0.1809,0.01657
11/10/2012,16.48,1.042378242,15.81,0.183,0.01648
12/10/2012,13.25,1.043307087,12.7,0.147,0.01325
13/10/2012,11.46,1.010582011,11.34,0.1312,0.01146
14/10/2012,10.65,0.983379501,10.83,0.1253,0.01065
15/10/2012,9.71,0.953831041,10.18,0.1178,0.00971
16/10/2012,60.75,0.864768683,70.25,0.8131,0.06075
17/10/2012,51.13,0.850041563,60.15,0.6962,0.05113
18/10/2012,19.53,0.879333633,22.21,0.257,0.01953
19/10/2012,10.69,0.910562181,11.74,0.1359,0.01069
20/10/2012,8.1,0.857142857,9.45,0.1094,0.0081
21/10/2012,6.68,0.815628816,8.19,0.0948,0.00668
22/10/2012,6.14,0.791237113,7.76,0.0898,0.00614
23/10/2012,6.03,0.776061776,7.77,0.09,0.00603
24/10/2012,6.02,0.762991128,7.89,0.0913,0.00602
25/10/2012,6.9,0.766666667,9,0.1042,0.0069
26/10/2012,6.19,0.739545998,8.37,0.0969,0.00619
27/10/2012,4.69,0.692762186,6.77,0.0783,0.00469
28/10/2012,4.07,0.676079734,6.02,0.0697,0.00407
29/10/2012,4.24,0.660436137,6.42,0.0743,0.00424
30/10/2012,5.4,0.666666667,8.1,0.0938,0.0054
31/10/2012,6.09,0.666301969,9.14,0.1058,0.00609
1/11/2012,6.98,0.667942584,10.45,0.121,0.00698
2/11/2012,8.15,0.669129721,12.18,0.141,0.00815
3/11/2012,7.79,0.649166667,12,0.1388,0.00779
4/11/2012,5.88,0.607438017,9.68,0.112,0.00588
5/11/2012,5.48,0.586723769,9.34,0.1081,0.00548
6/11/2012,4.82,0.55981417,8.61,0.0997,0.00482
7/11/2012,4.16,0.534017972,7.79,0.0901,0.00416
8/11/2012,3.4,0.504451039,6.74,0.078,0.0034
9/11/2012,3.72,0.497326203,7.48,0.0866,0.00372
10/11/2012,3.06,0.471494607,6.49,0.0751,0.00306
11/11/2012,2.91,0.4546875,6.4,0.074,0.00291
12/11/2012,2.86,0.44,6.5,0.0752,0.00286
13/11/2012,2.92,0.427525622,6.83,0.0791,0.00292
14/11/2012,2.62,0.410658307,6.38,0.0739,0.00262
15/11/2012,2.46,0.392971246,6.26,0.0725,0.00246
16/11/2012,1.9,0.377733598,5.03,0.0582,0.0019
17/11/2012,1.53,0.361702128,4.23,0.0489,0.00153
18/11/2012,1.57,0.348115299,4.51,0.0522,0.00157
19/11/2012,1.99,0.330564784,6.02,0.0697,0.00199
20/11/2012,2.1,0.316742081,6.63,0.0767,0.0021
21/11/2012,2.16,0.304225352,7.1,0.0821,0.00216
22/11/2012,2.32,0.294043093,7.89,0.0913,0.00232
23/11/2012,2.15,0.277777778,7.74,0.0896,0.00215
24/11/2012,1.77,0.255780347,6.92,0.0801,0.00177
25/11/2012,2.04,0.248175182,8.22,0.0951,0.00204
26/11/2012,2.05,0.234553776,8.74,0.1012,0.00205
27/11/2012,1.81,0.217026379,8.34,0.0965,0.00181
28/11/2012,1.43,0.195355191,7.32,0.0848,0.00143
29/11/2012,1.72,0.187978142,9.15,0.1059,0.00172
30/11/2012,1.48,0.169142857,8.75,0.1013,0.00148
1/12/2012,1.13,0.150066401,7.53,0.0872,0.00113
2/12/2012,0.94,0.131101813,7.17,0.083,0.00094
3/12/2012,0.86,0.116847826,7.36,0.0851,0.00086
4/12/2012,3.3,0.0969163,34.05,0.3941,0.0033
5/12/2012,2.95,0.086383602,34.15,0.3952,0.00295
6/12/2012,0.84,0.075949367,11.06,0.128,0.00084
7/12/2012,0.33,0.053311793,6.19,0.0717,0.00033
8/12/2012,0.18,0.0375,4.8,0.0556,0.00018
9/12/2012,0.1,0.023255814,4.3,0.0498,1.00E-04
10/12/2012,0.06,0.015,4,0.0463,6.00E-05
11/12/2012,0.14,0.040816327,3.43,0.0397,0.00014
12/12/2012,0.25,0.073964497,3.38,0.0392,0.00025
13/12/2012,0.41,0.1025,4,0.0463,0.00041
14/12/2012,0.48,0.133704735,3.59,0.0416,0.00048
15/12/2012,0.51,0.162939297,3.13,0.0362,0.00051
16/12/2012,0.5,0.190114068,2.63,0.0304,0.0005
17/12/2012,0.6,0.223048327,2.69,0.0311,0.0006
18/12/2012,0.68,0.254681648,2.67,0.0309,0.00068
19/12/2012,0.83,0.284246575,2.92,0.0337,0.00083
20/12/2012,1.16,0.311827957,3.72,0.0431,0.00116
21/12/2012,1.32,0.341968912,3.86,0.0446,0.00132
22/12/2012,1.54,0.373786408,4.12,0.0477,0.00154
23/12/2012,2.85,0.408895265,6.97,0.0807,0.00285
24/12/2012,237.28,0.442901407,535.74,6.2006,0.23728
25/12/2012,340.76,0.460747992,739.58,8.56,0.34076
26/12/2012,94.2,0.491085393,191.82,2.2201,0.0942
27/12/2012,35.6,0.522530456,68.13,0.7885,0.0356
28/12/2012,21.24,0.555148981,38.26,0.4428,0.02124
29/12/2012,14.51,0.612494724,23.69,0.2742,0.01451
30/12/2012,12.33,0.666126418,18.51,0.2143,0.01233
31/12/2012,493.99,0.653988217,755.35,8.7425,0.49399
1/01/2013,1292.58,0.672423749,1922.27,22.2484,1.29258
2/01/2013,499.54,0.702785594,710.8,8.2268,0.49954
3/01/2013,189.04,0.732883616,257.94,2.9854,0.18904
4/01/2013,80.34,0.763615626,105.21,1.2178,0.08034
5/01/2013,43.86,0.794277436,55.22,0.6391,0.04386
6/01/2013,30.79,0.826799141,37.24,0.4311,0.03079
7/01/2013,25.81,0.865526492,29.82,0.3451,0.02581
8/01/2013,20.41,0.881641469,23.15,0.268,0.02041
9/01/2013,17.24,0.884556183,19.49,0.2256,0.01724
10/01/2013,15.04,0.881594373,17.06,0.1975,0.01504
11/01/2013,13.58,0.874436574,15.53,0.1797,0.01358
12/01/2013,13.04,0.860726073,15.15,0.1754,0.01304
13/01/2013,12.27,0.848547718,14.46,0.1674,0.01227
14/01/2013,11.7,0.835117773,14.01,0.1622,0.0117
15/01/2013,11.49,0.817793594,14.05,0.1627,0.01149
16/01/2013,10.41,0.807602793,12.89,0.1492,0.01041
17/01/2013,10.07,0.789184953,12.76,0.1477,0.01007
18/01/2013,11.37,0.759012016,14.98,0.1734,0.01137
19/01/2013,9.96,0.753403933,13.22,0.153,0.00996
20/01/2013,10.27,0.730440967,14.06,0.1627,0.01027
21/01/2013,8.32,0.708688245,11.74,0.1359,0.00832
22/01/2013,9.13,0.700153374,13.04,0.1509,0.00913
23/01/2013,10.15,0.67218543,15.1,0.1748,0.01015
24/01/2013,10647.87,0.585957969,18171.73,210.3209,10.64787
25/01/2013,18733.57,0.575340324,32560.85,376.8617,18.73357
26/01/2013,2099.83,0.551801251,3805.41,44.0442,2.09983
27/01/2013,471.09,0.523695181,899.55,10.4114,0.47109
28/01/2013,193.24,0.497297854,388.58,4.4974,0.19324
29/01/2013,101.39,0.470727518,215.39,2.493,0.10139
30/01/2013,66.1,0.444310009,148.77,1.7218,0.0661
31/01/2013,47.33,0.418109541,113.2,1.3102,0.04733
1/02/2013,34.93,0.392031425,89.1,1.0312,0.03493
2/02/2013,27.05,0.365985658,73.91,0.8555,0.02705
3/02/2013,20.74,0.33972154,61.05,0.7066,0.02074
4/02/2013,18.52,0.31257384,59.25,0.6858,0.01852
5/02/2013,35.97,0.291325828,123.47,1.429,0.03597
6/02/2013,15.95,0.28330373,56.3,0.6516,0.01595
7/02/2013,12.59,0.276764124,45.49,0.5264,0.01259
8/02/2013,10.1,0.270632369,37.32,0.4319,0.0101
9/02/2013,9.11,0.265365569,34.33,0.3973,0.00911
10/02/2013,8.8,0.259663618,33.89,0.3922,0.0088
11/02/2013,8.16,0.254840725,32.02,0.3706,0.00816
12/02/2013,7.41,0.251271617,29.49,0.3413,0.00741
13/02/2013,8.38,0.242056615,34.62,0.4007,0.00838
14/02/2013,12.86,0.233013227,55.19,0.6387,0.01286
15/02/2013,59.88,0.22589407,265.08,3.068,0.05988
16/02/2013,202.32,0.220567554,917.27,10.6165,0.20232
17/02/2013,271.9,0.21352956,1273.36,14.738,0.2719
18/02/2013,1167.48,0.191605642,6093.14,70.5225,1.16748
19/02/2013,287.9,0.104356589,2758.81,31.9307,0.2879
20/02/2013,154.18,0.086429096,1783.89,20.6469,0.15418
21/02/2013,85.32,0.078412631,1088.09,12.5936,0.08532
22/02/2013,45.96,0.076082638,604.08,6.9917,0.04596
23/02/2013,23.8,0.075048088,317.13,3.6705,0.0238
24/02/2013,111.5,0.073943895,1507.9,17.4525,0.1115
25/02/2013,71.9,0.073040899,984.38,11.3933,0.0719
26/02/2013,42.61,0.071840437,593.12,6.8648,0.04261
27/02/2013,215.44,0.069338191,3107.09,35.9617,0.21544
28/02/2013,402.59,0.057807178,6964.36,80.606,0.40259
1/03/2013,567.37,0.049376624,11490.66,132.9937,0.56737
2/03/2013,458.36,0.046389614,9880.66,114.3595,0.45836
3/03/2013,634.29,0.042875597,14793.73,171.2237,0.63429
4/03/2013,2129.83,0.040319805,52823.42,611.3822,2.12983
5/03/2013,957.19,0.037368383,25614.97,296.4696,0.95719
6/03/2013,577.33,0.052582157,10979.58,127.0785,0.57733
7/03/2013,333.45,0.09140149,3648.19,42.2244,0.33345
8/03/2013,201.92,0.132016999,1529.5,17.7025,0.20192
9/03/2013,99.93,0.169358529,590.05,6.8293,0.09993
10/03/2013,92.16,0.205498696,448.47,5.1906,0.09216
11/03/2013,81.6,0.241298755,338.17,3.914,0.0816
12/03/2013,73.94,0.277313131,266.63,3.086,0.07394
13/03/2013,68.48,0.31306574,218.74,2.5317,0.06848
14/03/2013,62.11,0.349050242,177.94,2.0595,0.06211
15/03/2013,59.66,0.384952897,154.98,1.7937,0.05966
16/03/2013,55.96,0.420783518,132.99,1.5393,0.05596
17/03/2013,54.01,0.456705564,118.26,1.3687,0.05401
18/03/2013,52.25,0.492413533,106.11,1.2281,0.05225
19/03/2013,50.93,0.528538813,96.36,1.1153,0.05093
20/03/2013,61.73,0.565448383,109.17,1.2635,0.06173
21/03/2013,85.91,0.600559245,143.05,1.6557,0.08591
22/03/2013,82.77,0.636251826,130.09,1.5056,0.08277
23/03/2013,232.26,0.673901059,344.65,3.989,0.23226
24/03/2013,151.83,0.705595316,215.18,2.4905,0.15183
25/03/2013,93.15,0.742704513,125.42,1.4516,0.09315
26/03/2013,79.07,0.779091536,101.49,1.1747,0.07907
27/03/2013,72.38,0.80101815,90.36,1.0459,0.07238
28/03/2013,63.97,0.760551659,84.11,0.9735,0.06397
29/03/2013,55.72,0.713352964,78.11,0.9041,0.05572
30/03/2013,47.91,0.665879083,71.95,0.8328,0.04791
31/03/2013,42.49,0.618396158,68.71,0.7953,0.04249
1/04/2013,37.51,0.571276272,65.66,0.7599,0.03751
2/04/2013,34.35,0.52354824,65.61,0.7594,0.03435
3/04/2013,42.69,0.476663689,89.56,1.0366,0.04269
4/04/2013,29.97,0.429739031,69.74,0.8071,0.02997
5/04/2013,23.76,0.382054993,62.19,0.7198,0.02376
6/04/2013,23.02,0.332707039,69.19,0.8008,0.02302
7/04/2013,66.28,0.280016899,236.7,2.7396,0.06628
8/04/2013,114.62,0.243680507,470.37,5.4441,0.11462
9/04/2013,72.15,0.186984917,385.86,4.4659,0.07215
10/04/2013,251.07,0.142888851,1757.1,20.3367,0.25107
11/04/2013,474.11,0.093196284,5087.22,58.8798,0.47411
12/04/2013,304.17,0.069963704,4347.54,50.3187,0.30417
13/04/2013,271.98,0.116126057,2342.11,27.1077,0.27198
14/04/2013,150,0.173084246,866.63,10.0305,0.15
15/04/2013,98.71,0.22779406,433.33,5.0154,0.09871
16/04/2013,79.8,0.267480056,298.34,3.453,0.0798
17/04/2013,70.12,0.304737071,230.1,2.6632,0.07012
18/04/2013,62.29,0.342027235,182.12,2.1079,0.06229
19/04/2013,58.56,0.379323747,154.38,1.7868,0.05856
20/04/2013,56.71,0.416556486,136.14,1.5757,0.05671
21/04/2013,55.73,0.453679583,122.84,1.4217,0.05573
22/04/2013,53.4,0.490853939,108.79,1.2591,0.0534
23/04/2013,52.53,0.527992763,99.49,1.1515,0.05253
24/04/2013,51.85,0.565307457,91.72,1.0616,0.05185
25/04/2013,51.13,0.602521801,84.86,0.9822,0.05113
26/04/2013,52.16,0.639842983,81.52,0.9436,0.05216
